Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
18,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,24,1999,3,1,121,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
19,Junior Adamu,at AUT,FW,Freiburg,de Bundesliga,22,2001,15,0,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
20,Sargis Adamyan,am ARM,"FW,MF",Köln,de Bundesliga,30,1993,20,8,801,8.9,1,2,3,1,0,0,2,0,0.11,0.22,0.34,0.11,0.34,Matches
21,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,25,1997,20,18,"1,617",18,2,0,2,2,0,0,2,0,0.11,0,0.11,0.11,0.11,Matches
22,Elijah Adebayo,eng ENG,FW,Luton Town,eng Premier League,25,1998,27,16,"1,419",15.8,10,0,10,10,0,0,1,0,0.63,0,0.63,0.63,0.63,Matches
23,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,21,2002,21,10,913,10.1,3,1,4,3,0,0,6,1,0.3,0.1,0.39,0.3,0.39,Matches
24,Simon Adingra,ci CIV,MF,Brighton,eng Premier League,21,2002,31,25,"2,222",24.7,6,1,7,6,0,0,3,0,0.24,0.04,0.28,0.24,0.28,Matches
25,Nathaniel Adjei,gh GHA,DF,Lorient,fr Ligue 1,20,2002,15,14,"1,243",13.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
26,Amine Adli,ma MAR,"MF,FW",Leverkusen,de Bundesliga,23,2000,23,8,898,10,4,6,10,4,0,0,5,0,0.4,0.6,1,0.4,1,Matches
27,Yacine Adli,fr FRA,MF,Milan,it Serie A,23,2000,24,17,"1,407",15.6,1,2,3,1,0,0,3,0,0.06,0.13,0.19,0.06,0.19,Matches
28,Adryelson,br BRA,DF,Lyon,fr Ligue 1,25,1998,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
29,Adson,br BRA,MF,Nantes,fr Ligue 1,22,2000,8,2,238,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
30,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,26,1997,36,26,"2,230",24.8,0,1,1,0,0,0,8,0,0,0.04,0.04,0,0.04,Matches
31,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,26,1997,32,29,"2,596",28.8,1,1,2,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07,Matches
32,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,22,2000,4,2,238,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
33,Lucien Agoume,fr FRA,MF,Sevilla,es La Liga,21,2002,12,9,777,8.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
34,Lucien Agoume,fr FRA,MF,Inter,it Serie A,21,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
35,Felix Agu,ng NGA,MF,Werder Bremen,de Bundesliga,23,1999,24,19,"1,614",17.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
36,Nayef Aguerd,ma MAR,DF,West Ham,eng Premier League,27,1996,21,21,"1,857",20.6,1,0,1,1,0,0,3,1,0.05,0,0.05,0.05,0.05,Matches
37,Ruben Aguilar,fr FRA,"MF,DF",Lens,fr Ligue 1,30,1993,25,22,"1,922",21.4,1,3,4,1,0,0,3,0,0.05,0.14,0.19,0.05,0.19,Matches
38,Brandon Aguilera,cr CRC,MF,Nottingham,eng Premier League,20,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
39,Naouirou Ahamada,fr FRA,MF,Crystal Palace,eng Premier League,21,2002,20,0,349,3.9,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
40,Anel Ahmedhodžić,ba BIH,DF,Sheffield United,eng Premier League,24,1999,31,29,"2,649",29.4,2,0,2,2,0,0,11,1,0.07,0,0.07,0.07,0.07,Matches
41,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,27,1995,6,4,407,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
42,Ola Aina,ng NGA,"DF,MF",Nottingham,eng Premier League,26,1996,22,20,"1,692",18.8,1,1,2,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,Matches
43,Rayan Aït-Nouri,dz ALG,"MF,DF",Wolves,eng Premier League,22,2001,33,29,"2,329",25.9,2,1,3,2,0,0,7,0,0.08,0.04,0.12,0.08,0.12,Matches
44,Tosin Aiyegun,bj BEN,"MF,FW",Lorient,fr Ligue 1,25,1998,19,10,902,10,2,0,2,2,0,0,0,1,0.2,0,0.2,0.2,0.2,Matches
45,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,25,1998,28,21,"1,832",20.4,2,1,3,2,0,0,5,0,0.1,0.05,0.15,0.1,0.15,Matches
46,Ludovic Ajorque,fr FRA,FW,Mainz 05,de Bundesliga,29,1994,26,15,"1,360",15.1,2,0,2,2,0,2,4,0,0.13,0,0.13,0.13,0.13,Matches
47,Manuel Akanji,ch SUI,"DF,MF",Manchester City,eng Premier League,28,1995,30,28,"2,511",27.9,2,0,2,2,0,0,4,1,0.07,0,0.07,0.07,0.07,Matches
48,Marley Aké,fr FRA,"FW,MF",Udinese,it Serie A,22,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
49,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,28,1995,29,24,"2,042",22.7,2,2,4,2,0,0,0,0,0.09,0.09,0.18,0.09,0.18,Matches
50,Ilias Akhomach,ma MAR,MF,Villarreal,es La Liga,19,2004,31,17,"1,511",16.8,2,2,4,2,0,0,4,0,0.12,0.12,0.24,0.12,0.24,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Sergio Akieme,es ESP,"DF,MF",Almería,es La Liga,25,1997,19,19,"1,675",18.6,2,0,2,2,0,0,2,0,0.11,0,0.11,0.11,0.11,Matches
52,Sergio Akieme,es ESP,"DF,MF",Reims,fr Ligue 1,25,1997,13,8,818,9.1,2,0,2,2,0,0,2,0,0.22,0,0.22,0.22,0.22,Matches
53,Ebenezer Akinsanmiro,ng NGA,MF,Inter,it Serie A,18,2004,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
54,Maghnes Akliouche,fr FRA,MF,Monaco,fr Ligue 1,21,2002,28,18,"1,613",17.9,7,4,11,7,0,0,5,0,0.39,0.22,0.61,0.39,0.61,Matches
55,Paul Akouokou,ci CIV,MF,Lyon,fr Ligue 1,25,1997,8,4,307,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
56,Paul Akouokou,ci CIV,MF,Real Betis,es La Liga,25,1997,2,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
57,Jean-Daniel Akpa-Akpro,ci CIV,"MF,DF",Monza,it Serie A,30,1992,19,8,705,7.8,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
58,David Akpan Ankeye,ng NGA,FW,Genoa,it Serie A,21,2002,6,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
59,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,28,1995,17,11,"1,097",12.2,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
60,David Alaba,at AUT,DF,Real Madrid,es La Liga,31,1992,14,14,"1,154",12.8,0,1,1,0,0,0,2,0,0,0.08,0.08,0,0.08,Matches
61,Luis Alberto,es ESP,MF,Lazio,it Serie A,30,1992,33,29,"2,311",25.7,5,7,12,5,0,0,7,0,0.19,0.27,0.47,0.19,0.47,Matches
62,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,37,1985,26,24,"2,031",22.6,0,1,1,0,0,0,6,0,0,0.04,0.04,0,0.04,Matches
63,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,32,1991,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
64,Carlos Alcaraz,ar ARG,MF,Juventus,it Serie A,20,2002,10,3,380,4.2,0,1,1,0,0,0,0,0,0,0.24,0.24,0,0.24,Matches
65,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,32,1991,36,36,"3,134",34.8,3,1,4,1,2,2,14,0,0.09,0.03,0.11,0.03,0.06,Matches
66,Omar Alderete,py PAR,DF,Getafe,es La Liga,26,1996,31,24,"2,195",24.4,0,1,1,0,0,0,8,1,0,0.04,0.04,0,0.04,Matches
67,Iván Alejo,es ESP,MF,Cádiz,es La Liga,28,1995,30,21,"1,692",18.8,0,2,2,0,0,0,17,0,0,0.11,0.11,0,0.11,Matches
68,Carles Aleñá,es ESP,MF,Getafe,es La Liga,25,1998,29,10,"1,020",11.3,1,1,2,1,0,0,6,0,0.09,0.09,0.18,0.09,0.18,Matches
69,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,24,1998,28,25,"2,155",23.9,3,4,7,3,0,0,6,0,0.13,0.17,0.29,0.13,0.29,Matches
70,Aboubacar Ali,km COM,FW,Strasbourg,fr Ligue 1,17,2006,9,1,130,1.4,0,1,1,0,0,0,0,0,0,0.69,0.69,0,0.69,Matches
71,Mohamed Ali Cho,fr FRA,FW,Nice,fr Ligue 1,19,2004,17,11,861,9.6,1,2,3,1,0,0,2,0,0.1,0.21,0.31,0.1,0.31,Matches
72,Mohamed Ali Cho,fr FRA,FW,Real Sociedad,es La Liga,19,2004,11,1,249,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
73,Faride Alidou,de GER,"MF,FW",Köln,de Bundesliga,22,2001,26,14,"1,282",14.2,4,0,4,4,0,0,4,0,0.28,0,0.28,0.28,0.28,Matches
74,Nabil Alioui,fr FRA,"MF,FW",Le Havre,fr Ligue 1,24,1999,18,12,"1,009",11.2,4,1,5,4,0,0,1,0,0.36,0.09,0.45,0.36,0.45,Matches
75,Alisson,br BRA,GK,Liverpool,eng Premier League,30,1992,28,28,"2,520",28,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Tadeo Allende,ar ARG,MF,Celta Vigo,es La Liga,24,1999,10,2,336,3.7,1,0,1,1,0,0,1,0,0.27,0,0.27,0.27,0.27,Matches
77,Jim Allevinah,ga GAB,MF,Clermont Foot,fr Ligue 1,28,1995,29,22,"1,861",20.7,2,1,3,2,0,0,1,0,0.1,0.05,0.15,0.1,0.15,Matches
78,André Almeida,pt POR,"FW,MF",Valencia,es La Liga,23,2000,18,12,965,10.7,2,1,3,2,0,0,0,0,0.19,0.09,0.28,0.19,0.28,Matches
79,Miguel Almirón,py PAR,FW,Newcastle,eng Premier League,29,1994,33,23,"1,937",21.5,3,1,4,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19,Matches
80,Pontus Almqvist,se SWE,"FW,MF",Lecce,it Serie A,24,1999,30,25,"2,107",23.4,2,1,3,2,0,0,5,0,0.09,0.04,0.13,0.09,0.13,Matches
81,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,32,1990,5,3,252,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
82,Adrià Altimira,es ESP,"DF,MF",Villarreal,es La Liga,22,2001,11,10,775,8.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
83,Sergi Altimira,es ESP,MF,Real Betis,es La Liga,21,2001,14,6,568,6.3,1,0,1,1,0,0,1,0,0.16,0,0.16,0.16,0.16,Matches
84,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,25,1997,31,28,"2,377",26.4,1,1,2,1,0,0,11,0,0.04,0.04,0.08,0.04,0.08,Matches
85,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,23,2000,34,29,"2,537",28.2,2,0,2,2,0,0,7,0,0.07,0,0.07,0.07,0.07,Matches
86,Hugo Álvarez,es ESP,"MF,FW",Celta Vigo,es La Liga,20,2003,12,8,762,8.5,1,1,2,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,Matches
87,Julián Álvarez,ar ARG,"MF,FW",Manchester City,eng Premier League,23,2000,36,31,"2,647",29.4,11,8,19,9,2,2,2,0,0.37,0.27,0.65,0.31,0.58,Matches
88,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,28,1995,19,14,"1,152",12.8,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
89,Skelly Alvero,fr FRA,MF,Werder Bremen,de Bundesliga,21,2002,6,1,123,1.4,1,0,1,1,0,0,1,0,0.73,0,0.73,0.73,0.73,Matches
90,Skelly Alvero,fr FRA,MF,Lyon,fr Ligue 1,21,2002,8,6,426,4.7,1,0,1,1,0,0,2,0,0.21,0,0.21,0.21,0.21,Matches
91,Papa Amadou Diallo,sn SEN,"MF,FW",Metz,fr Ligue 1,19,2004,16,9,889,9.9,2,1,3,2,0,0,1,0,0.2,0.1,0.3,0.2,0.3,Matches
92,Selim Amallah,ma MAR,"MF,FW",Valencia,es La Liga,26,1996,20,7,604,6.7,0,1,1,0,0,0,5,1,0,0.15,0.15,0,0.15,Matches
93,Amath,sn SEN,"FW,MF",Mallorca,es La Liga,27,1996,15,3,394,4.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
94,Lorenzo Amatucci,it ITA,MF,Fiorentina,it Serie A,19,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
95,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,29,1994,2,1,91,1,1,0,1,1,0,0,1,0,0.99,0,0.99,0.99,0.99,Matches
96,Zeki Amdouni,ch SUI,FW,Burnley,eng Premier League,22,2000,34,27,"1,953",21.7,5,1,6,4,1,1,2,0,0.23,0.05,0.28,0.18,0.23,Matches
97,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,25,1998,12,11,798,8.9,0,1,1,0,0,0,2,0,0,0.11,0.11,0,0.11,Matches
98,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,21,2002,10,7,579,6.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
99,Michael Amir Murillo,pa PAN,"DF,MF",Marseille,fr Ligue 1,27,1996,16,10,997,11.1,3,2,5,3,0,0,3,0,0.27,0.18,0.45,0.27,0.45,Matches
100,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,26,1996,15,15,"1,315",14.6,1,4,5,1,0,1,5,0,0.07,0.27,0.34,0.07,0.34,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,26,1996,8,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
102,Kofi Amoako,de GER,MF,Wolfsburg,de Bundesliga,18,2005,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
103,Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,eng Premier League,26,1996,21,10,938,10.4,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
104,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,27,1996,38,38,"3,415",37.9,2,3,5,2,0,0,7,0,0.05,0.08,0.13,0.05,0.13,Matches
105,Elliot Anderson,eng ENG,"MF,FW",Newcastle,eng Premier League,20,2002,21,10,"1,027",11.4,0,2,2,0,0,0,3,0,0,0.18,0.18,0,0.18,Matches
106,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,30,1993,38,33,"2,770",30.8,5,6,11,5,0,0,3,0,0.16,0.19,0.36,0.16,0.36,Matches
107,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,32,1990,30,29,"2,570",28.6,4,0,4,4,0,0,8,0,0.14,0,0.14,0.14,0.14,Matches
108,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,28,1995,7,1,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
109,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,28,1994,28,18,"1,690",18.8,4,2,6,4,0,0,4,0,0.21,0.11,0.32,0.21,0.32,Matches
110,Miguel Ángel Rubio,es ESP,DF,Granada,es La Liga,25,1998,19,17,"1,560",17.3,1,0,1,1,0,0,5,0,0.06,0,0.06,0.06,0.06,Matches
111,Angeliño,es ESP,"DF,MF",Roma,it Serie A,26,1997,16,14,"1,141",12.7,0,1,1,0,0,0,2,0,0,0.08,0.08,0,0.08,Matches
112,Ângelo,br BRA,"MF,FW",Strasbourg,fr Ligue 1,18,2004,21,11,"1,094",12.2,0,3,3,0,0,0,1,0,0,0.25,0.25,0,0.25,Matches
113,Fabrizio Angileri,ar ARG,DF,Getafe,es La Liga,29,1994,11,2,164,1.8,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
114,Frank Anguissa,cm CMR,MF,Napoli,it Serie A,27,1995,34,32,"2,786",31,0,2,2,0,0,0,2,0,0,0.06,0.06,0,0.06,Matches
115,Jaidon Anthony,eng ENG,MF,Bournemouth,eng Premier League,23,1999,3,2,152,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
116,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,27,1996,33,32,"2,886",32.1,0,3,3,0,0,0,7,0,0,0.09,0.09,0,0.09,Matches
117,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,33,1990,26,21,"1,695",18.8,6,2,8,6,0,0,6,0,0.32,0.11,0.42,0.32,0.42,Matches
118,Antony,br BRA,MF,Manchester Utd,eng Premier League,23,2000,29,15,"1,324",14.7,1,1,2,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,Matches
119,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,29,1994,25,11,"1,216",13.5,2,2,4,2,0,0,5,0,0.15,0.15,0.3,0.15,0.3,Matches
120,Houssem Aouar,dz ALG,"MF,FW",Roma,it Serie A,25,1998,16,9,756,8.4,4,0,4,4,0,0,3,0,0.48,0,0.48,0.48,0.48,Matches
121,Stredair Appuah,fr FRA,FW,Nantes,fr Ligue 1,19,2004,4,0,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
122,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,27,1995,7,3,339,3.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
123,Jon Aramburu,ve VEN,"DF,MF",Real Sociedad,es La Liga,21,2002,11,5,543,6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
124,Asaf Arania,il ISR,FW,Darmstadt 98,de Bundesliga,17,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
125,Julian Araujo,mx MEX,DF,Las Palmas,es La Liga,21,2001,25,15,"1,462",16.2,1,0,1,1,0,0,5,0,0.06,0,0.06,0.06,0.06,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,24,1999,25,21,"1,997",22.2,1,2,3,1,0,0,6,0,0.05,0.09,0.14,0.05,0.14,Matches
127,Oliver Arblaster,eng ENG,MF,Sheffield United,eng Premier League,19,2004,12,11,943,10.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
128,Cameron Archer,eng ENG,"FW,MF",Sheffield United,eng Premier League,22,2001,29,21,"1,832",20.4,4,1,5,4,0,0,1,0,0.2,0.05,0.25,0.2,0.25,Matches
129,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,2001,1,0,6,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
130,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,30,1993,31,31,"2,699",30,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
131,Adu Ares,es ESP,MF,Athletic Club,es La Liga,21,2001,12,2,265,2.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
132,Jesús Areso,es ESP,"DF,MF",Osasuna,es La Liga,24,1999,37,29,"2,660",29.6,1,6,7,1,0,0,3,0,0.03,0.2,0.24,0.03,0.24,Matches
133,Simone Aresti,it ITA,GK,Cagliari,it Serie A,37,1986,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
134,Matias Arezo,uy URU,FW,Granada,es La Liga,20,2002,14,3,369,4.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
135,Iñigo Arguibide,es ESP,FW,Osasuna,es La Liga,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
136,Yoël Armougom,fr FRA,"MF,DF",Clermont Foot,fr Ligue 1,25,1998,5,2,234,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
137,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,28,1995,26,9,929,10.3,2,1,3,2,0,0,3,0,0.19,0.1,0.29,0.19,0.29,Matches
138,Marko Arnautović,at AUT,FW,Inter,it Serie A,34,1989,27,5,801,8.9,5,3,8,5,0,0,0,0,0.56,0.34,0.9,0.56,0.9,Matches
139,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,29,1994,30,27,"2,506",27.8,2,1,3,2,0,0,9,0,0.07,0.04,0.11,0.07,0.11,Matches
140,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,19,2004,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
141,Sergio Arribas,es ESP,"MF,FW",Almería,es La Liga,21,2001,34,22,"2,047",22.7,9,4,13,9,0,0,1,0,0.4,0.18,0.57,0.4,0.57,Matches
142,Kepa Arrizabalaga,es ESP,GK,Real Madrid,es La Liga,28,1994,14,13,"1,198",13.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
143,Arthur,br BRA,MF,Leverkusen,de Bundesliga,20,2003,4,2,184,2,0,2,2,0,0,0,0,0,0,0.98,0.98,0,0.98,Matches
144,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,28,1994,29,26,"1,986",22.1,6,1,7,6,0,0,2,0,0.27,0.05,0.32,0.27,0.32,Matches
145,Marco Asensio,es ESP,"MF,FW",PSG,fr Ligue 1,27,1996,19,13,"1,113",12.4,4,5,9,4,0,0,0,0,0.32,0.4,0.73,0.32,0.73,Matches
146,Kristjan Asllani,al ALB,MF,Inter,it Serie A,21,2002,23,6,787,8.7,1,2,3,1,0,0,1,0,0.11,0.23,0.34,0.11,0.34,Matches
147,Joel Asoro,se SWE,"MF,FW",Metz,fr Ligue 1,24,1999,20,10,848,9.4,2,1,3,2,0,0,2,0,0.21,0.11,0.32,0.21,0.32,Matches
148,Jonathan Asp Jensen,dk DEN,FW,Bayern Munich,de Bundesliga,17,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
149,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,35,1987,35,31,"2,707",30.1,9,10,19,6,3,5,6,1,0.3,0.33,0.63,0.2,0.53,Matches
150,Lorenz Assignon,tg TOG,DF,Burnley,eng Premier League,23,2000,15,15,"1,234",13.7,1,2,3,1,0,0,5,1,0.07,0.15,0.22,0.07,0.22,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,23,2000,14,12,"1,011",11.2,1,1,2,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,Matches
152,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,27,1996,6,5,359,4,1,0,1,1,0,0,2,0,0.25,0,0.25,0.25,0.25,Matches
153,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,17,2005,15,7,555,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
