Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
786,George Earthy,eng ENG,MF,West Ham,eng Premier League,18,2004,3,0,34,0.4,1,0,1,1,0,0,0,0,2.65,0,2.65,2.65,2.65,Matches
787,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,18,2004,4,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
788,Festy Ebosele,ie IRL,MF,Udinese,it Serie A,20,2002,31,20,"1,700",18.9,0,0,0,0,0,0,6,1,0,0,0,0,0,Matches
789,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,24,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
790,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,27,1995,15,11,"1,099",12.2,0,1,1,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches
791,Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,eng Premier League,25,1998,30,17,"1,555",17.3,7,0,7,7,0,0,4,0,0.41,0,0.41,0.41,0.41,Matches
792,John Egan,ie IRL,DF,Sheffield United,eng Premier League,30,1992,6,6,482,5.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
793,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,26,1996,33,33,"2,914",32.4,1,2,3,1,0,0,6,0,0.03,0.06,0.09,0.03,0.09,Matches
794,Lilian Egloff,de GER,MF,Stuttgart,de Bundesliga,20,2002,5,1,106,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
795,Kingsley Ehizibue,nl NED,MF,Udinese,it Serie A,28,1995,23,11,955,10.6,0,1,1,0,0,0,4,0,0,0.09,0.09,0,0.09,Matches
796,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,24,1998,8,5,437,4.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
797,Hugo Ekitike,fr FRA,FW,PSG,fr Ligue 1,21,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
798,Hugo Ekitike,fr FRA,FW,Frankfurt,de Bundesliga,21,2002,14,7,716,8,4,2,6,4,0,0,3,0,0.5,0.25,0.75,0.5,0.75,Matches
799,Emmanuel Ekong,se SWE,FW,Empoli,it Serie A,21,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
800,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,29,1994,29,10,"1,131",12.6,4,1,5,4,0,0,0,0,0.32,0.08,0.4,0.32,0.4,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
801,Anthony Elanga,se SWE,"MF,FW",Nottingham,eng Premier League,21,2002,36,25,"2,433",27,5,9,14,5,0,0,1,0,0.18,0.33,0.52,0.18,0.52,Matches
802,Simon Elisor,fr FRA,FW,Metz,fr Ligue 1,24,1999,14,9,767,8.5,1,0,1,1,0,1,1,0,0.12,0,0.12,0.12,0.12,Matches
803,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,20,2003,34,11,"1,352",15,3,6,9,3,0,0,2,0,0.2,0.4,0.6,0.2,0.6,Matches
804,Elif Elmas,mk MKD,MF,RB Leipzig,de Bundesliga,23,1999,14,2,266,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
805,Elif Elmas,mk MKD,"MF,FW",Napoli,it Serie A,23,1999,11,4,339,3.8,2,0,2,2,0,0,2,0,0.53,0,0.53,0.53,0.53,Matches
806,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,31,1992,3,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
807,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,29,1994,15,7,812,9,0,1,1,0,0,0,2,0,0,0.11,0.11,0,0.11,Matches
808,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,26,1996,30,28,"2,482",27.6,2,1,3,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,Matches
809,Adri Embarba,es ESP,"MF,FW",Almería,es La Liga,31,1992,36,29,"2,476",27.5,3,2,5,2,1,1,5,0,0.11,0.07,0.18,0.07,0.15,Matches
810,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,26,1997,5,2,182,2,1,0,1,1,0,0,0,0,0.49,0,0.49,0.49,0.49,Matches
811,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,20,2003,28,23,"2,078",23.1,8,1,9,8,0,1,3,0,0.35,0.04,0.39,0.35,0.39,Matches
812,Emerson,br BRA,DF,Tottenham,eng Premier League,24,1999,22,11,"1,161",12.9,1,0,1,1,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
813,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,26,1997,33,28,"2,570",28.6,16,2,18,15,1,1,4,0,0.56,0.07,0.63,0.53,0.6,Matches
814,Julio Enciso,py PAR,MF,Brighton,eng Premier League,19,2004,12,5,475,5.3,0,2,2,0,0,0,2,0,0,0.38,0.38,0,0.38,Matches
815,Wataru Endo,jp JPN,MF,Liverpool,eng Premier League,30,1993,29,20,"1,722",19.1,1,0,1,1,0,0,10,0,0.05,0,0.05,0.05,0.05,Matches
816,Arne Engels,be BEL,"MF,DF",Augsburg,de Bundesliga,19,2003,32,13,"1,405",15.6,3,2,5,3,0,0,1,1,0.19,0.13,0.32,0.19,0.32,Matches
817,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31,1992,22,12,"1,141",12.7,1,2,3,1,0,0,1,0,0.08,0.16,0.24,0.08,0.24,Matches
818,Martin Erlić,hr CRO,DF,Sassuolo,it Serie A,25,1998,32,31,"2,618",29.1,1,0,1,1,0,0,5,0,0.03,0,0.03,0.03,0.03,Matches
819,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,30,1993,25,18,"1,697",18.9,1,2,3,1,0,0,2,1,0.05,0.11,0.16,0.05,0.16,Matches
820,Aarón Escandell,es ESP,GK,Las Palmas,es La Liga,27,1995,2,1,153,1.7,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
821,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,31,1992,31,29,"2,507",27.9,0,1,1,0,0,0,9,0,0,0.04,0.04,0,0.04,Matches
822,Bernardo Espinosa,co COL,DF,Girona,es La Liga,34,1989,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
823,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,21,2002,12,12,995,11.1,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,Matches
824,Maxime Estève,fr FRA,DF,Burnley,eng Premier League,21,2002,16,15,"1,309",14.5,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
825,Oscar Estupiñan,co COL,FW,Metz,fr Ligue 1,26,1996,6,4,260,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
826,Pervis Estupiñán,ec ECU,"DF,MF",Brighton,eng Premier League,25,1998,19,15,"1,243",13.8,2,3,5,2,0,0,4,0,0.14,0.22,0.36,0.14,0.36,Matches
827,Karl Etta Eyong,cm CMR,FW,Cádiz,es La Liga,19,2003,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
828,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,35,1988,23,15,"1,392",15.5,0,1,1,0,0,0,2,0,0,0.06,0.06,0,0.06,Matches
829,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,25,1998,27,24,"2,055",22.8,11,4,15,10,1,1,3,0,0.48,0.18,0.66,0.44,0.61,Matches
830,Abde Ezzalzouli,ma MAR,"FW,MF",Barcelona,es La Liga,21,2001,2,0,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
831,Abde Ezzalzouli,ma MAR,MF,Real Betis,es La Liga,21,2001,26,6,865,9.6,1,0,1,1,0,1,1,0,0.1,0,0.1,0.1,0.1,Matches
832,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,20,2003,27,11,"1,057",11.7,5,2,7,5,0,0,4,0,0.43,0.17,0.6,0.43,0.6,Matches
833,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,38,1985,10,7,721,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
834,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,22,2001,8,4,437,4.9,0,2,2,0,0,0,1,0,0,0.41,0.41,0,0.41,Matches
835,Romain Faivre,fr FRA,MF,Bournemouth,eng Premier League,25,1998,5,0,41,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
836,Romain Faivre,fr FRA,MF,Lorient,fr Ligue 1,25,1998,17,16,"1,453",16.1,5,1,6,5,0,0,1,0,0.31,0.06,0.37,0.31,0.37,Matches
837,Ilhan Fakili,fr FRA,MF,Clermont Foot,fr Ligue 1,17,2006,3,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
838,Radamel Falcao,co COL,FW,Rayo Vallecano,es La Liga,37,1986,22,2,407,4.5,1,0,1,0,1,1,4,0,0.22,0,0.22,0,0,Matches
839,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,28,1995,38,38,"3,420",38,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
840,Fali,es ESP,DF,Cádiz,es La Liga,29,1993,30,30,"2,547",28.3,0,0,0,0,0,0,12,0,0,0,0,0,0,Matches
841,Davide Faraoni,it ITA,MF,Hellas Verona,it Serie A,31,1991,11,7,602,6.7,0,1,1,0,0,0,5,0,0,0.15,0.15,0,0.15,Matches
842,Davide Faraoni,it ITA,DF,Fiorentina,it Serie A,31,1991,8,4,392,4.4,0,1,1,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
843,Ansu Fati,es ESP,"FW,MF",Barcelona,es La Liga,20,2002,3,0,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
844,Ansu Fati,es ESP,"MF,FW",Brighton,eng Premier League,20,2002,19,3,521,5.8,2,0,2,2,0,0,2,0,0.35,0,0.35,0.35,0.35,Matches
845,Khalil Fayad,fr FRA,MF,Montpellier,fr Ligue 1,19,2004,23,11,"1,025",11.4,3,0,3,3,0,0,2,0,0.26,0,0.26,0.26,0.26,Matches
846,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,36,1987,17,15,"1,355",15.1,1,0,1,1,0,0,3,1,0.07,0,0.07,0.07,0.07,Matches
847,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,20,2003,31,14,"1,232",13.7,1,1,2,1,0,0,6,0,0.07,0.07,0.15,0.07,0.15,Matches
848,Nabil Fekir,fr FRA,"MF,FW",Real Betis,es La Liga,30,1993,19,10,"1,049",11.7,1,2,3,1,0,0,1,0,0.09,0.17,0.26,0.09,0.26,Matches
849,Felipe,br BRA,DF,Nottingham,eng Premier League,34,1989,7,4,375,4.2,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
850,Luiz Felipe,it ITA,DF,Real Betis,es La Liga,26,1997,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
851,João Félix,pt POR,FW,Barcelona,es La Liga,23,1999,30,18,"1,540",17.1,7,3,10,7,0,0,3,0,0.41,0.18,0.58,0.41,0.58,Matches
852,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,25,1997,33,33,"2,921",32.5,2,0,2,2,0,0,5,1,0.06,0,0.06,0.06,0.06,Matches
853,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,32,1991,23,16,"1,583",17.6,0,0,0,0,0,0,8,1,0,0,0,0,0,Matches
854,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,18,2004,27,15,"1,367",15.2,6,0,6,6,0,0,1,0,0.4,0,0.4,0.4,0.4,Matches
855,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,23,1999,31,31,"2,712",30.1,6,3,9,6,0,0,8,0,0.2,0.1,0.3,0.2,0.3,Matches
856,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,28,1994,35,35,"3,118",34.6,10,8,18,6,4,5,9,0,0.29,0.23,0.52,0.17,0.4,Matches
857,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,27,1996,21,13,"1,290",14.3,0,2,2,0,0,0,4,0,0,0.14,0.14,0,0.14,Matches
858,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32,1991,7,6,551,6.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
859,Álex Fernández,es ESP,MF,Cádiz,es La Liga,30,1992,26,14,"1,285",14.3,0,1,1,0,0,0,3,0,0,0.07,0.07,0,0.07,Matches
860,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,27,1996,10,5,408,4.5,2,1,3,1,1,1,3,0,0.44,0.22,0.66,0.22,0.44,Matches
861,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,22,2001,28,26,"2,209",24.5,3,2,5,2,1,2,7,0,0.12,0.08,0.2,0.08,0.16,Matches
862,Raúl Fernández,es ESP,GK,Granada,es La Liga,35,1988,4,4,280,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
863,Valery Fernández,es ESP,MF,Girona,es La Liga,23,1999,27,2,506,5.6,2,0,2,2,0,0,1,0,0.36,0,0.36,0.36,0.36,Matches
864,Fernando,br BRA,MF,Sevilla,es La Liga,36,1987,8,5,459,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
865,Fernando,es ESP,GK,Almería,es La Liga,33,1990,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
866,Ichem Ferrah,fr FRA,FW,Lille,fr Ligue 1,17,2005,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
867,Andrea Ferraris,it ITA,FW,Monza,it Serie A,20,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
868,André Ferreira,pt POR,GK,Granada,es La Liga,27,1996,15,14,"1,340",14.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
869,João Ferreira,pt POR,"DF,MF",Udinese,it Serie A,22,2001,35,18,"1,822",20.2,0,1,1,0,0,0,9,0,0,0.05,0.05,0,0.05,Matches
870,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,31,1992,30,23,"2,031",22.6,1,1,2,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,Matches
871,Nacho Ferri,es ESP,FW,Frankfurt,de Bundesliga,18,2004,8,0,74,0.8,1,0,1,1,0,0,0,0,1.22,0,1.22,1.22,1.22,Matches
872,Rachad Fettal,ma MAR,FW,Almería,es La Liga,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
873,Seydou Fini,it ITA,FW,Genoa,it Serie A,17,2006,3,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
874,Max Finkgräfe,de GER,DF,Köln,de Bundesliga,19,2004,24,18,"1,756",19.5,1,0,1,1,0,0,4,0,0.05,0,0.05,0.05,0.05,Matches
875,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,33,1990,4,4,360,4,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
876,Kilian Fischer,de GER,"MF,DF",Wolfsburg,de Bundesliga,22,2000,6,4,291,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
877,John Fleck,sct SCO,MF,Sheffield United,eng Premier League,31,1991,4,1,92,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
878,Mark Flekken,nl NED,GK,Brentford,eng Premier League,30,1993,37,37,"3,285",36.5,0,1,1,0,0,0,3,0,0,0.03,0.03,0,0.03,Matches
879,Alessandro Florenzi,it ITA,"DF,MF",Milan,it Serie A,32,1991,31,19,"1,732",19.2,1,4,5,1,0,0,5,0,0.05,0.21,0.26,0.05,0.26,Matches
880,Phil Foden,eng ENG,MF,Manchester City,eng Premier League,23,2000,35,33,"2,857",31.7,19,8,27,19,0,0,2,0,0.6,0.25,0.85,0.6,0.85,Matches
881,Wes Foderingham,eng ENG,GK,Sheffield United,eng Premier League,32,1991,30,29,"2,649",29.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
882,Malick Fofana,be BEL,"FW,MF",Lyon,fr Ligue 1,18,2005,17,4,559,6.2,3,0,3,3,0,0,0,0,0.48,0,0.48,0.48,0.48,Matches
883,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,24,1999,32,31,"2,697",30,4,4,8,4,0,0,3,0,0.13,0.13,0.27,0.13,0.27,Matches
884,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,27,1996,33,32,"2,788",31,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
885,Thomas Foket,be BEL,"DF,MF",Reims,fr Ligue 1,28,1994,27,22,"1,833",20.4,0,1,1,0,0,0,9,1,0,0.05,0.05,0,0.05,Matches
886,Michael Folorunsho,it ITA,MF,Hellas Verona,it Serie A,25,1998,34,33,"2,781",30.9,5,1,6,5,0,0,5,0,0.16,0.03,0.19,0.16,0.19,Matches
887,Tiago Fonseca Morais,pt POR,"FW,MF",Lille,fr Ligue 1,19,2003,3,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
888,Pablo Fornals,es ESP,MF,West Ham,eng Premier League,27,1996,15,4,426,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
889,Pablo Fornals,es ESP,MF,Real Betis,es La Liga,27,1996,15,14,"1,148",12.8,3,2,5,3,0,0,2,0,0.24,0.16,0.39,0.24,0.39,Matches
890,Emil Forsberg,se SWE,MF,RB Leipzig,de Bundesliga,31,1991,14,5,464,5.2,2,1,3,2,0,1,0,0,0.39,0.19,0.58,0.39,0.58,Matches
891,Omari Forson,eng ENG,MF,Manchester Utd,eng Premier League,19,2004,4,1,70,0.8,0,1,1,0,0,0,0,0,0,1.29,1.29,0,1.29,Matches
892,Philipp Förster,de GER,MF,Bochum,de Bundesliga,28,1995,13,3,385,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
893,Héctor Fort,es ESP,DF,Barcelona,es La Liga,16,2006,7,4,318,3.5,0,2,2,0,0,0,0,0,0,0.57,0.57,0,0.57,Matches
894,Lyle Foster,za RSA,"FW,MF",Burnley,eng Premier League,22,2000,24,22,"1,899",21.1,5,3,8,5,0,0,0,1,0.24,0.14,0.38,0.24,0.38,Matches
895,Dimitri Foulquier,fr FRA,"DF,MF",Valencia,es La Liga,30,1993,33,19,"1,842",20.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
896,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,25,1998,12,12,"1,062",11.8,1,1,2,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,Matches
897,Matheus França,br BRA,MF,Crystal Palace,eng Premier League,19,2004,10,1,232,2.6,0,1,1,0,0,0,1,0,0,0.39,0.39,0,0.39,Matches
898,Bartol Franjić,hr CRO,MF,Darmstadt 98,de Bundesliga,23,2000,20,14,"1,229",13.7,0,1,1,0,0,0,5,0,0,0.07,0.07,0,0.07,Matches
899,Przemysław Frankowski,pl POL,MF,Lens,fr Ligue 1,28,1995,30,24,"2,192",24.4,3,2,5,2,1,2,4,0,0.12,0.08,0.21,0.08,0.16,Matches
900,Nathan Fraser,ie IRL,FW,Wolves,eng Premier League,18,2005,7,1,186,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
901,Davide Frattesi,it ITA,MF,Inter,it Serie A,23,1999,32,6,955,10.6,6,3,9,6,0,0,1,0,0.57,0.28,0.85,0.57,0.85,Matches
902,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,22,2001,37,36,"3,145",34.9,2,5,7,2,0,0,6,0,0.06,0.14,0.2,0.06,0.2,Matches
903,Remo Freuler,ch SUI,MF,Bologna,it Serie A,31,1992,32,30,"2,624",29.2,1,1,2,1,0,0,9,0,0.03,0.03,0.07,0.03,0.07,Matches
904,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,25,1998,25,25,"2,197",24.4,1,0,1,1,0,0,6,0,0.04,0,0.04,0.04,0.04,Matches
905,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,27,1995,24,17,"1,566",17.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
906,Jeremie Frimpong,nl NED,MF,Leverkusen,de Bundesliga,22,2000,31,27,"2,251",25,9,7,16,9,0,0,6,0,0.36,0.28,0.64,0.36,0.64,Matches
907,Jorge de Frutos,es ESP,MF,Rayo Vallecano,es La Liga,26,1997,36,14,"1,549",17.2,2,0,2,2,0,0,1,0,0.12,0,0.12,0.12,0.12,Matches
908,Chris Führich,de GER,MF,Stuttgart,de Bundesliga,25,1998,34,33,"2,567",28.5,8,7,15,8,0,1,2,0,0.28,0.25,0.53,0.28,0.53,Matches
909,Shiō Fukuda,jp JPN,FW,Gladbach,de Bundesliga,19,2004,5,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
910,Angelo Fulgini,nc NCL,MF,Lens,fr Ligue 1,26,1996,29,16,"1,376",15.3,1,2,3,1,0,0,1,0,0.07,0.13,0.2,0.07,0.2,Matches
911,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,30,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
912,Niclas Füllkrug,de GER,FW,Dortmund,de Bundesliga,30,1993,29,27,"2,212",24.6,12,8,20,9,3,3,1,0,0.49,0.33,0.81,0.37,0.69,Matches
913,Gerardo Fusco,it ITA,FW,Salernitana,it Serie A,18,2005,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
914,Daniel Fuzato,br BRA,GK,Getafe,es La Liga,26,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
915,Matteo Gabbia,it ITA,DF,Villarreal,es La Liga,23,1999,7,6,477,5.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
916,Matteo Gabbia,it ITA,DF,Milan,it Serie A,23,1999,18,14,"1,275",14.2,2,1,3,2,0,0,5,0,0.14,0.07,0.21,0.14,0.21,Matches
917,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,23,2000,11,10,745,8.3,4,1,5,3,1,1,1,1,0.48,0.12,0.6,0.36,0.48,Matches
918,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,23,2000,9,1,161,1.8,1,0,1,1,0,0,1,0,0.56,0,0.56,0.56,0.56,Matches
919,Roberto Gagliardini,it ITA,"MF,DF",Monza,it Serie A,29,1994,33,29,"2,360",26.2,1,2,3,1,0,0,5,0,0.04,0.08,0.11,0.04,0.11,Matches
920,Cody Gakpo,nl NED,"FW,MF",Liverpool,eng Premier League,24,1999,35,17,"1,649",18.3,8,5,13,8,0,0,1,0,0.44,0.27,0.71,0.44,0.71,Matches
921,Javi Galán,es ESP,"DF,MF",Atlético Madrid,es La Liga,28,1994,5,0,88,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
922,Javi Galán,es ESP,DF,Real Sociedad,es La Liga,28,1994,14,13,"1,075",11.9,0,1,1,0,0,0,3,0,0,0.08,0.08,0,0.08,Matches
923,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,29,1993,29,25,"2,091",23.2,1,1,2,1,0,0,7,0,0.04,0.04,0.09,0.04,0.09,Matches
924,Pablo Galdames Millán,cl CHI,MF,Genoa,it Serie A,26,1996,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
925,Conor Gallagher,eng ENG,MF,Chelsea,eng Premier League,23,2000,37,37,"3,128",34.8,5,7,12,5,0,0,9,1,0.14,0.2,0.35,0.14,0.35,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
926,Antonino Gallo,it ITA,DF,Lecce,it Serie A,23,2000,35,30,"2,490",27.7,0,3,3,0,0,0,2,0,0,0.11,0.11,0,0.11,Matches
927,Cristian Gamboa,cr CRC,"DF,MF",Bochum,de Bundesliga,33,1989,22,12,"1,187",13.2,0,1,1,0,0,0,6,0,0,0.08,0.08,0,0.08,Matches
928,Kévin Gameiro,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,36,1987,27,15,"1,346",15,4,2,6,2,2,2,0,0,0.27,0.13,0.4,0.13,0.27,Matches
929,Ignatius Ganago,cm CMR,"MF,FW",Nantes,fr Ligue 1,24,1999,6,2,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
930,Ben Gannon-Doak,sct SCO,MF,Liverpool,eng Premier League,17,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
931,Aleix García,es ESP,MF,Girona,es La Liga,26,1997,37,36,"3,199",35.5,3,6,9,3,0,0,4,1,0.08,0.17,0.25,0.08,0.25,Matches
932,Álvaro García,es ESP,MF,Rayo Vallecano,es La Liga,30,1992,32,30,"2,475",27.5,6,1,7,6,0,0,8,1,0.22,0.04,0.25,0.22,0.25,Matches
933,Dani García,es ESP,MF,Athletic Club,es La Liga,33,1990,17,7,745,8.3,1,0,1,1,0,0,4,0,0.12,0,0.12,0.12,0.12,Matches
934,David García,es ESP,DF,Osasuna,es La Liga,29,1994,27,27,"2,334",25.9,0,1,1,0,0,0,5,0,0,0.04,0.04,0,0.04,Matches
935,Eric García,es ESP,"DF,MF",Barcelona,es La Liga,22,2001,2,0,57,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
936,Eric García,es ESP,DF,Girona,es La Liga,22,2001,30,30,"2,637",29.3,5,0,5,5,0,0,4,0,0.17,0,0.17,0.17,0.17,Matches
937,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,23,1999,25,15,"1,398",15.5,1,5,6,1,0,0,2,0,0.06,0.32,0.39,0.06,0.39,Matches
938,Gonzalo García,es ESP,FW,Real Madrid,es La Liga,19,2004,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
939,Jastin García,es ESP,FW,Girona,es La Liga,19,2004,3,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
940,Raúl García,es ESP,FW,Athletic Club,es La Liga,37,1986,20,1,420,4.7,1,0,1,1,0,0,3,0,0.21,0,0.21,0.21,0.21,Matches
941,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,30,1993,30,19,"1,547",17.2,3,2,5,3,0,0,1,0,0.17,0.12,0.29,0.17,0.29,Matches
