Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
538,Racine Coly,sn SEN,DF,Nice,fr Ligue 1,24,1995,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
539,Kingsley Coman,fr FRA,MF,Bayern Munich,de Bundesliga,24,1996,29,23,"1,752",19.5,5,10,15,5,0,0,1,0,0.26,0.51,0.77,0.26,0.77,Matches
540,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,35,1985,38,38,"3,292",36.6,2,0,2,2,0,0,4,0,0.05,0,0.05,0.05,0.05,Matches
541,Aaron Connolly,ie IRL,"FW,MF",Brighton,eng Premier League,20,2000,17,9,791,8.8,2,1,3,2,0,0,0,0,0.23,0.11,0.34,0.23,0.34,Matches
542,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,33,1987,37,37,"3,330",37,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
543,Andrea Conti,it ITA,"DF,MF",Milan,it Serie A,26,1994,3,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
544,Andrea Conti,it ITA,"DF,MF",Parma,it Serie A,26,1994,11,9,809,9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
545,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,28,1991,25,25,"2,185",24.3,1,0,1,1,0,0,4,1,0.04,0,0.04,0.04,0.04,Matches
546,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,29,1991,22,7,736,8.2,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
547,Theo Corbeanu,ca CAN,"FW,MF",Wolves,eng Premier League,18,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
548,Sébastien Corchia,fr FRA,"DF,MF",Nantes,fr Ligue 1,29,1990,25,23,"2,066",23,0,1,1,0,0,0,3,0,0,0.04,0.04,0,0.04,Matches
549,Alex Cordaz,it ITA,GK,Crotone,it Serie A,37,1983,36,36,"3,240",36,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
550,Iñigo Córdoba,es ESP,MF,Athletic Club,es La Liga,23,1997,3,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
551,Iñigo Córdoba,es ESP,MF,Alavés,es La Liga,23,1997,7,3,216,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
552,Jhon Córdoba,co COL,FW,Hertha BSC,de Bundesliga,27,1993,21,17,"1,537",17.1,7,1,8,7,0,0,3,0,0.41,0.06,0.47,0.41,0.47,Matches
553,Sergio Córdova,ve VEN,"FW,MF",Arminia,de Bundesliga,22,1997,23,13,"1,090",12.1,2,1,3,2,0,0,0,0,0.17,0.08,0.25,0.17,0.25,Matches
554,Jack Cork,eng ENG,MF,Burnley,eng Premier League,31,1989,16,15,"1,350",15,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
555,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,27,1993,29,21,"1,898",21.1,1,4,5,1,0,0,4,0,0.05,0.19,0.24,0.05,0.24,Matches
556,Maxwel Cornet,ci CIV,"DF,MF",Lyon,fr Ligue 1,23,1996,36,29,"2,446",27.2,2,5,7,2,0,0,5,0,0.07,0.18,0.26,0.07,0.26,Matches
557,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,25,1995,38,29,"2,393",26.6,9,8,17,9,0,0,3,0,0.34,0.3,0.64,0.34,0.64,Matches
558,Joaquín Correa,ar ARG,FW,Lazio,it Serie A,25,1994,28,25,"1,933",21.5,8,3,11,7,1,1,3,1,0.37,0.14,0.51,0.33,0.47,Matches
559,Rober Correa,es ESP,DF,Eibar,es La Liga,27,1992,15,13,"1,136",12.6,0,2,2,0,0,0,3,0,0,0.16,0.16,0,0.16,Matches
560,Félix Correia,pt POR,"FW,MF",Juventus,it Serie A,19,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
561,Thierry Correia,pt POR,DF,Valencia,es La Liga,21,1999,29,25,"2,137",23.7,1,1,2,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,Matches
562,Danny da Costa,de GER,MF,Mainz 05,de Bundesliga,27,1993,16,15,"1,208",13.4,0,1,1,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches
563,Danny da Costa,de GER,MF,Frankfurt,de Bundesliga,27,1993,6,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
564,David Costa,pt POR,MF,Lens,fr Ligue 1,19,2001,7,1,150,1.7,1,1,2,1,0,0,0,0,0.6,0.6,1.2,0.6,1.2,Matches
565,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,31,1988,7,2,208,2.3,2,0,2,1,1,1,1,0,0.87,0,0.87,0.43,0.43,Matches
566,Douglas Costa,br BRA,MF,Bayern Munich,de Bundesliga,29,1990,11,3,320,3.6,1,1,2,1,0,0,0,0,0.28,0.28,0.56,0.28,0.56,Matches
567,Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,29,1990,2,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
568,Hélder Costa,ao ANG,MF,Leeds United,eng Premier League,26,1994,22,13,"1,156",12.8,3,3,6,3,0,0,0,0,0.23,0.23,0.47,0.23,0.47,Matches
569,Jaume Costa,es ESP,"DF,MF",Villarreal,es La Liga,32,1988,14,3,351,3.9,0,1,1,0,0,0,1,0,0,0.26,0.26,0,0.26,Matches
570,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,36,1983,6,6,540,6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
571,Charles Costes,fr FRA,MF,Dijon,fr Ligue 1,17,2002,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
572,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33,1987,38,38,"3,420",38,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
573,Vladimír Coufal,cz CZE,"DF,MF",West Ham,eng Premier League,27,1992,34,34,"3,054",33.9,0,7,7,0,0,0,3,0,0,0.21,0.21,0,0.21,Matches
574,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,1991,17,11,981,10.9,3,1,4,2,1,1,2,0,0.28,0.09,0.37,0.18,0.28,Matches
575,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,24,1996,29,18,"1,687",18.7,1,1,2,1,0,0,4,1,0.05,0.05,0.11,0.05,0.11,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
576,Mamadou Coulibaly,sn SEN,MF,Udinese,it Serie A,21,1999,3,2,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
577,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,22,22,"1,934",21.5,2,0,2,2,0,0,6,1,0.09,0,0.09,0.09,0.09,Matches
578,Tanguy Coulibaly,fr FRA,"MF,FW",Stuttgart,de Bundesliga,19,2001,31,17,"1,506",16.7,2,1,3,2,0,0,2,0,0.12,0.06,0.18,0.12,0.18,Matches
579,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,28,1992,38,38,"3,420",38,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
580,Philippe Coutinho,br BRA,MF,Barcelona,es La Liga,28,1992,12,8,654,7.3,2,2,4,2,0,0,0,0,0.28,0.28,0.55,0.28,0.55,Matches
581,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,20,15,"1,369",15.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
582,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,26,1994,34,34,"3,060",34,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
583,Gian Crespi,it ITA,GK,Crotone,it Serie A,19,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
584,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,30,1989,36,36,"3,170",35.2,0,8,8,0,0,0,3,0,0,0.23,0.23,0,0.23,Matches
585,Domenico Criscito,it ITA,DF,Genoa,it Serie A,33,1986,23,20,"1,726",19.2,1,0,1,0,1,1,6,0,0.05,0,0.05,0,0,Matches
586,Bryan Cristante,it ITA,"DF,MF",Roma,it Serie A,25,1995,34,22,"2,155",23.9,1,3,4,1,0,0,8,0,0.04,0.13,0.17,0.04,0.17,Matches
587,Giovanni Crociata,it ITA,MF,Crotone,it Serie A,22,1997,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
588,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,28,1992,26,23,"1,962",21.8,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
589,Juan Cuadrado,co COL,"DF,MF",Juventus,it Serie A,32,1988,30,26,"2,175",24.2,2,10,12,1,1,1,9,1,0.08,0.41,0.5,0.04,0.46,Matches
590,Andrés Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,1996,27,27,"2,242",24.9,1,0,1,1,0,0,6,1,0.04,0,0.04,0.04,0.04,Matches
591,Sergio Cubero Ezcurra,es ESP,DF,Eibar,es La Liga,20,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
592,Cucho,co COL,"FW,MF",Getafe,es La Liga,21,1999,23,18,"1,466",16.3,2,3,5,2,0,0,5,0,0.12,0.18,0.31,0.12,0.31,Matches
593,Marc Cucurella,es ESP,MF,Getafe,es La Liga,22,1998,37,37,"3,244",36,3,2,5,3,0,0,8,0,0.08,0.06,0.14,0.08,0.14,Matches
594,Mickaël Cuisance,fr FRA,MF,Bayern Munich,de Bundesliga,20,1999,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
595,Mickaël Cuisance,fr FRA,"MF,FW",Marseille,fr Ligue 1,20,1999,23,11,"1,024",11.4,2,1,3,2,0,0,3,0,0.18,0.09,0.26,0.18,0.26,Matches
596,Matheus Cunha,br BRA,"MF,FW",Hertha BSC,de Bundesliga,21,1999,27,25,"2,149",23.9,7,4,11,5,2,3,9,0,0.29,0.17,0.46,0.21,0.38,Matches
597,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,13,8,801,8.9,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
598,Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,22,1998,11,0,196,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
599,Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,22,1998,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
600,Patrick Cutrone,it ITA,FW,Valencia,es La Liga,22,1998,7,0,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
601,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,25,1995,13,2,410,4.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
602,Rafael Czichos,de GER,DF,Köln,de Bundesliga,30,1990,28,26,"2,259",25.1,1,0,1,1,0,0,7,0,0.04,0,0.04,0.04,0.04,Matches
603,Lennart-Marten Czyborra,de GER,MF,Genoa,it Serie A,21,1999,17,15,"1,173",13,1,0,1,1,0,0,2,0,0.08,0,0.08,0.08,0.08,Matches
604,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,31,1988,19,7,699,7.8,3,0,3,3,0,0,2,0,0.39,0,0.39,0.39,0.39,Matches
605,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,30,30,"2,661",29.6,4,0,4,4,0,0,7,1,0.14,0,0.14,0.14,0.14,Matches
606,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,28,1992,22,11,999,11.1,4,0,4,4,0,1,2,0,0.36,0,0.36,0.36,0.36,Matches
607,Bryan Dabo,bf BFA,MF,Benevento,it Serie A,28,1992,25,12,"1,117",12.4,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
608,Colin Dagba,fr FRA,DF,PSG,fr Ligue 1,21,1998,25,15,"1,357",15.1,1,2,3,1,0,0,3,0,0.07,0.13,0.2,0.07,0.2,Matches
609,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,22,1998,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
610,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,24,1996,21,15,"1,258",14,1,1,2,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,Matches
611,Leon Dajaku,de GER,"FW,MF",Union Berlin,de Bundesliga,19,2001,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
612,Stuart Dallas,nir NIR,"MF,DF",Leeds United,eng Premier League,29,1991,38,38,"3,409",37.9,8,2,10,8,0,0,7,0,0.21,0.05,0.26,0.21,0.26,Matches
613,Diogo Dalot,pt POR,DF,Milan,it Serie A,21,1999,21,10,"1,090",12.1,1,1,2,1,0,0,5,0,0.08,0.08,0.17,0.08,0.17,Matches
614,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,it Serie A,20,2000,35,18,"1,773",19.7,2,4,6,2,0,0,3,0,0.1,0.2,0.3,0.1,0.3,Matches
615,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,23,15,"1,477",16.4,1,0,1,1,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
616,Danilo,br BRA,"DF,MF",Juventus,it Serie A,29,1991,34,32,"2,916",32.4,1,4,5,1,0,0,6,0,0.03,0.12,0.15,0.03,0.15,Matches
617,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15,15,"1,350",15,1,0,1,1,0,0,1,0,0.07,0,0.07,0.07,0.07,Matches
618,Tiago Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,2,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
619,Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,9,9,774,8.6,2,1,3,2,0,0,2,0,0.23,0.12,0.35,0.23,0.35,Matches
620,Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,21,1999,2,1,104,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
621,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,19,2001,5,4,323,3.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
622,Márton Dárdai,hu HUN,"DF,MF",Hertha BSC,de Bundesliga,18,2002,12,9,821,9.1,0,1,1,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches
623,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,1990,27,24,"1,903",21.1,1,6,7,1,0,0,5,1,0.05,0.28,0.33,0.05,0.33,Matches
624,Karl Darlow,wls WAL,GK,Newcastle,eng Premier League,29,1990,25,25,"2,250",25,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
625,Matteo Darmian,it ITA,MF,Inter,it Serie A,30,1989,26,14,"1,160",12.9,3,3,6,3,0,0,4,0,0.23,0.23,0.47,0.23,0.47,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
626,Matteo Darmian,it ITA,DF,Parma,it Serie A,30,1989,3,2,208,2.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
627,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,20,2000,37,29,"2,354",26.2,13,2,15,13,0,0,0,0,0.5,0.08,0.57,0.5,0.57,Matches
628,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,2000,23,22,"1,763",19.6,1,2,3,1,0,0,2,1,0.05,0.1,0.15,0.05,0.15,Matches
629,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,27,1993,20,14,"1,346",15,0,1,1,0,0,0,1,0,0,0.07,0.07,0,0.07,Matches
630,Tom Davies,eng ENG,MF,Everton,eng Premier League,22,1998,25,17,"1,423",15.8,0,1,1,0,0,0,3,0,0,0.06,0.06,0,0.06,Matches
631,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,22,1998,15,1,277,3.1,1,1,2,1,0,0,0,0,0.32,0.32,0.65,0.32,0.65,Matches
632,Leif Davis,eng ENG,"DF,MF",Leeds United,eng Premier League,20,1999,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
633,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,1995,30,22,"1,860",20.7,0,0,0,0,0,0,9,0,0,0,0,0,0,Matches
634,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,30,1990,22,22,"1,925",21.4,3,0,3,3,0,0,5,1,0.14,0,0.14,0.14,0.14,Matches
635,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,29,1991,25,23,"1,997",22.2,6,12,18,4,2,3,1,0,0.27,0.54,0.81,0.18,0.72,Matches
636,Bobby De Cordova-Reid,jm JAM,"MF,FW",Fulham,eng Premier League,27,1993,33,28,"2,372",26.4,5,2,7,5,0,0,7,0,0.19,0.08,0.27,0.19,0.27,Matches
637,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,33,1987,15,9,853,9.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
638,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,26,1994,36,36,"3,201",35.6,9,9,18,6,3,3,5,2,0.25,0.25,0.51,0.17,0.42,Matches
639,Mattia De Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,1992,29,14,"1,467",16.3,0,1,1,0,0,0,4,1,0,0.06,0.06,0,0.06,Matches
640,Mattia De Sciglio,it ITA,"DF,MF",Juventus,it Serie A,27,1992,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
641,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,32,1988,29,25,"2,143",23.8,2,0,2,2,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
642,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,22,1998,8,6,496,5.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
643,Lucas Deaux,fr FRA,"MF,DF",Nîmes,fr Ligue 1,31,1988,25,19,"1,754",19.5,1,2,3,1,0,0,4,1,0.05,0.1,0.15,0.05,0.15,Matches
644,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,1985,26,25,"2,103",23.4,2,1,3,2,0,0,5,0,0.09,0.04,0.13,0.09,0.13,Matches
645,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,it Serie A,29,1991,28,14,"1,336",14.8,3,3,6,3,0,0,1,0,0.2,0.2,0.4,0.2,0.4,Matches
646,Alessandro Deiola,it ITA,MF,Spezia,it Serie A,24,1995,12,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
647,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,24,1995,12,7,615,6.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
648,Romain Del Castillo,fr FRA,"MF,FW",Rennes,fr Ligue 1,24,1996,26,5,652,7.2,0,5,5,0,0,0,2,0,0,0.69,0.69,0,0.69,Matches
649,Lorenzo Del Pinto,it ITA,MF,Benevento,it Serie A,30,1990,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
650,Thomas Delaine,fr FRA,"MF,DF",Metz,fr Ligue 1,28,1992,24,19,"1,779",19.8,3,2,5,3,0,0,4,0,0.15,0.1,0.25,0.15,0.25,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
651,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,1991,20,14,"1,286",14.3,1,1,2,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14,Matches
652,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,17,2003,1,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
653,Jonathan Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,1986,18,9,906,10.1,0,1,1,0,0,0,1,1,0,0.1,0.1,0,0.1,Matches
654,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
655,Cristian Dell'Orco,it ITA,DF,Spezia,it Serie A,26,1994,8,2,262,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
656,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,1991,30,30,"2,482",27.6,15,9,24,15,0,1,4,0,0.54,0.33,0.87,0.54,0.87,Matches
657,Fabian Delph,eng ENG,MF,Everton,eng Premier League,30,1989,8,2,266,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
658,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,24,1996,16,6,677,7.5,1,0,1,1,0,0,3,0,0.13,0,0.13,0.13,0.13,Matches
659,Moussa Dembélé,fr FRA,FW,Atlético Madrid,es La Liga,24,1996,5,0,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
660,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,es La Liga,23,1997,30,19,"1,774",19.7,6,3,9,6,0,0,2,0,0.3,0.15,0.46,0.3,0.46,Matches
661,Merih Demiral,tr TUR,DF,Juventus,it Serie A,22,1998,15,10,940,10.4,0,1,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
662,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,1993,29,20,"1,744",19.4,4,3,7,4,0,0,2,0,0.21,0.15,0.36,0.21,0.36,Matches
663,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,22,1998,30,19,"1,498",16.6,5,6,11,5,0,0,7,0,0.3,0.36,0.66,0.3,0.66,Matches
664,Diego Demme,de GER,MF,Napoli,it Serie A,28,1991,24,20,"1,590",17.7,2,3,5,2,0,0,6,0,0.11,0.17,0.28,0.11,0.28,Matches
665,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,25,1995,31,31,"2,614",29,1,0,1,1,0,0,1,0,0.03,0,0.03,0.03,0.03,Matches
666,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,25,1995,33,28,"2,503",27.8,1,0,1,1,0,0,4,0,0.04,0,0.04,0.04,0.04,Matches
667,Kévin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,2000,10,6,524,5.8,1,1,2,1,0,0,3,0,0.17,0.17,0.34,0.17,0.34,Matches
668,Emmanuel Dennis,ng NGA,FW,Köln,de Bundesliga,22,1997,9,6,474,5.3,0,1,1,0,0,0,0,0,0,0.19,0.19,0,0.19,Matches
669,Stefano Denswil,sr SUR,DF,Bologna,it Serie A,27,1993,5,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
670,Fabio Depaoli,it ITA,"DF,MF",Benevento,it Serie A,23,1997,15,14,"1,120",12.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
671,Fabio Depaoli,it ITA,MF,Sampdoria,it Serie A,23,1997,2,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
672,Fabio Depaoli,it ITA,MF,Atalanta,it Serie A,23,1997,5,3,191,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
673,Clément Depres,fr FRA,FW,Nîmes,fr Ligue 1,25,1994,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
674,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,27,1992,22,15,"1,356",15.1,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
675,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,28,1992,2,1,100,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
676,Kiril Despodov,bg BUL,"FW,MF",Cagliari,it Serie A,23,1996,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
677,Sergiño Dest,us USA,"MF,DF",Barcelona,es La Liga,19,2000,30,23,"1,909",21.2,2,1,3,2,0,0,1,0,0.09,0.05,0.14,0.09,0.14,Matches
678,Mattia Destro,it ITA,FW,Genoa,it Serie A,29,1991,29,22,"1,606",17.8,11,1,12,11,0,0,5,0,0.62,0.06,0.67,0.62,0.67,Matches
679,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,26,1994,13,7,598,6.6,1,1,2,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,Matches
680,Deyverson,br BRA,FW,Alavés,es La Liga,29,1991,27,11,874,9.7,1,3,4,1,0,0,4,0,0.1,0.31,0.41,0.1,0.41,Matches
681,Jacopo Dezi,it ITA,FW,Parma,it Serie A,28,1992,2,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
682,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,31,1988,11,6,500,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
683,Samuel Di Carmine,it ITA,FW,Crotone,it Serie A,31,1988,11,6,475,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
684,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,26,1993,36,36,"3,240",36,3,6,9,3,0,0,11,0,0.08,0.17,0.25,0.08,0.25,Matches
685,Ángel Di María,ar ARG,"FW,MF",PSG,fr Ligue 1,32,1988,27,23,"1,853",20.6,5,9,14,5,0,0,1,0,0.24,0.44,0.68,0.24,0.68,Matches
686,Alessandro Di Pardo,it ITA,"DF,MF",Juventus,it Serie A,21,1999,4,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
687,Giuseppe Di Serio,it ITA,FW,Benevento,it Serie A,19,2001,16,1,292,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
688,Boulaye Dia,sn SEN,FW,Reims,fr Ligue 1,23,1996,36,35,"2,930",32.6,14,1,15,9,5,5,2,0,0.43,0.03,0.46,0.28,0.31,Matches
689,Abdoulay Diaby,ml MLI,"FW,MF",Getafe,es La Liga,29,1991,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
690,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,21,1999,32,28,"2,388",26.5,4,11,15,4,0,0,5,0,0.15,0.41,0.57,0.15,0.57,Matches
691,Mbaye Diagne,sn SEN,FW,West Brom,eng Premier League,28,1991,16,14,"1,189",13.2,3,2,5,3,0,0,2,0,0.23,0.15,0.38,0.23,0.38,Matches
692,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,23,1996,26,24,"2,079",23.1,1,0,1,1,0,0,4,1,0.04,0,0.04,0.04,0.04,Matches
