Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
46,Paul Akouokou,ci CIV,MF,Real Betis,es La Liga,22,1997,10,4,378,4.2,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
47,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,27,1992,32,6,"1,056",11.7,0,1,1,0,0,0,9,0,0,0.09,0.09,0,0.09,Matches
48,Kevin Akpoguma,ng NGA,"DF,MF",Hoffenheim,de Bundesliga,25,1995,16,14,"1,184",13.2,1,0,1,1,0,0,1,0,0.08,0,0.08,0.08,0.08,Matches
49,Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
50,David Alaba,at AUT,"DF,MF",Bayern Munich,de Bundesliga,28,1992,32,30,"2,675",29.7,2,4,6,2,0,0,4,0,0.07,0.13,0.2,0.07,0.2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,22,1998,22,17,"1,505",16.7,0,2,2,0,0,0,4,0,0,0.12,0.12,0,0.12,Matches
52,Jony Álamo,es ESP,MF,Elche,es La Liga,18,2001,1,1,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
53,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,27,1992,25,12,"1,245",13.8,11,2,13,9,2,2,2,0,0.8,0.14,0.94,0.65,0.8,Matches
54,Jordi Alba,es ESP,"DF,MF",Barcelona,es La Liga,31,1989,35,34,"3,025",33.6,3,5,8,3,0,0,9,0,0.09,0.15,0.24,0.09,0.24,Matches
55,Luis Alberto,es ESP,MF,Lazio,it Serie A,27,1992,34,33,"2,618",29.1,9,2,11,9,0,0,5,0,0.31,0.07,0.38,0.31,0.38,Matches
56,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,1985,35,35,"3,115",34.6,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
57,Marc Albrighton,eng ENG,MF,Leicester City,eng Premier League,30,1989,31,17,"1,746",19.4,1,5,6,1,0,0,2,0,0.05,0.26,0.31,0.05,0.31,Matches
58,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,26,1993,27,19,"1,544",17.2,6,4,10,5,1,2,0,0,0.35,0.23,0.58,0.29,0.52,Matches
59,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,1989,13,8,909,10.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
60,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,29,1991,24,20,"1,854",20.6,1,0,1,1,0,0,4,0,0.05,0,0.05,0.05,0.05,Matches
61,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,29,1991,30,25,"2,165",24.1,1,0,1,1,0,0,10,0,0.04,0,0.04,0.04,0.04,Matches
62,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,1996,17,14,"1,299",14.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
63,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31,1989,25,25,"2,240",24.9,1,0,1,1,0,0,2,0,0.04,0,0.04,0.04,0.04,Matches
64,Iván Alejo,es ESP,MF,Cádiz,es La Liga,25,1995,22,6,827,9.2,1,1,2,1,0,0,5,0,0.11,0.11,0.22,0.11,0.22,Matches
65,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,22,1998,2,0,48,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
66,Carles Aleñá,es ESP,MF,Getafe,es La Liga,22,1998,22,15,"1,366",15.2,2,2,4,2,0,0,1,0,0.13,0.13,0.26,0.13,0.26,Matches
67,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,eng Premier League,25,1995,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
68,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,1998,36,34,"3,031",33.7,2,7,9,2,0,0,2,0,0.06,0.21,0.27,0.06,0.27,Matches
69,Alfon,es ESP,FW,Celta Vigo,es La Liga,21,1999,2,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
70,Mohamed Ali Cho,fr FRA,FW,Angers,fr Ligue 1,16,2004,21,1,348,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
71,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,eng Premier League,28,1992,36,29,"2,461",27.3,2,3,5,2,0,0,7,0,0.07,0.11,0.18,0.07,0.18,Matches
72,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,28,1992,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
73,Alisson,br BRA,GK,Liverpool,eng Premier League,27,1992,33,33,"2,970",33,1,0,1,1,0,0,1,0,0.03,0,0.03,0.03,0.03,Matches
74,Saturnin Allagbé,bj BEN,GK,Dijon,fr Ligue 1,26,1993,12,12,"1,080",12,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
75,Allan,br BRA,MF,Everton,eng Premier League,29,1991,24,23,"2,051",22.8,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,24,1996,15,7,620,6.9,0,1,1,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches
77,Miguel Almirón,py PAR,"MF,FW",Newcastle,eng Premier League,26,1994,34,28,"2,429",27,4,1,5,4,0,0,3,0,0.15,0.04,0.19,0.15,0.19,Matches
78,Marcos Alonso,es ESP,"MF,DF",Chelsea,eng Premier League,29,1990,13,11,960,10.7,2,0,2,2,0,0,2,0,0.19,0,0.19,0.19,0.19,Matches
79,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,28,1992,27,17,"1,568",17.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
80,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,1995,23,22,"1,948",21.6,1,0,1,1,0,0,6,0,0.05,0,0.05,0.05,0.05,Matches
81,Bruno Alves,pt POR,DF,Parma,it Serie A,38,1981,19,18,"1,632",18.1,1,0,1,1,0,0,3,0,0.06,0,0.06,0.06,0.06,Matches
82,Steven Alzate,co COL,MF,Brighton,eng Premier League,21,1998,15,10,896,10,1,0,1,1,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
83,Ibrahim Amadou,fr FRA,MF,Angers,fr Ligue 1,27,1993,24,20,"1,504",16.7,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
84,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,30,1989,2,1,116,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
85,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,12,8,722,8,1,0,1,1,0,0,3,0,0.12,0,0.12,0.12,0.12,Matches
86,Jordan Amavi,fr FRA,"DF,MF",Marseille,fr Ligue 1,26,1994,13,10,813,9,1,0,1,1,0,0,3,1,0.11,0,0.11,0.11,0.11,Matches
87,Thierry Ambrose,gp GLP,"FW,MF",Metz,fr Ligue 1,23,1997,23,5,753,8.4,0,1,1,0,0,0,4,0,0,0.12,0.12,0,0.12,Matches
88,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,2005,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
89,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,23,1996,29,20,"1,890",21,2,6,8,2,0,0,5,0,0.1,0.29,0.38,0.1,0.38,Matches
90,Ethan Ampadu,wls WAL,"DF,MF",Sheffield United,eng Premier League,19,2000,25,23,"2,089",23.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
91,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,23,1996,31,28,"2,441",27.1,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
92,Jon Ander Garrido,es ESP,MF,Cádiz,es La Liga,30,1989,23,7,800,8.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
93,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,24,1996,3,2,192,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
94,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,24,1996,31,30,"2,730",30.3,1,1,2,1,0,0,7,1,0.03,0.03,0.07,0.03,0.07,Matches
95,Djavan Anderson,sr SUR,MF,Lazio,it Serie A,25,1995,3,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
96,Elliot Anderson,eng ENG,MF,Newcastle,eng Premier League,17,2002,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
97,Felipe Anderson,br BRA,"FW,MF",West Ham,eng Premier League,27,1993,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
98,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,29,1991,16,14,"1,126",12.5,3,0,3,2,1,1,1,0,0.24,0,0.24,0.16,0.16,Matches
99,Nícolas Andrade,br BRA,GK,Udinese,it Serie A,32,1988,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
100,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,29,1990,35,35,"2,885",32.1,0,1,1,0,0,0,10,0,0,0.03,0.03,0,0.03,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Marcos André,br BRA,FW,Valladolid,es La Liga,23,1996,23,11,"1,177",13.1,4,1,5,4,0,0,3,0,0.31,0.08,0.38,0.31,0.38,Matches
102,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,25,1994,29,29,"2,526",28.1,5,2,7,5,0,0,5,1,0.18,0.07,0.25,0.18,0.25,Matches
103,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,23,1996,26,21,"1,672",18.6,0,1,1,0,0,0,5,0,0,0.05,0.05,0,0.05,Matches
104,Ángel,es ESP,GK,Granada,es La Liga,18,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
105,José Ángel,es ESP,DF,Eibar,es La Liga,30,1989,14,11,901,10,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
106,Miguel Ángel Rubio,es ESP,DF,Valladolid,es La Liga,22,1998,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
107,Angeliño,es ESP,"MF,DF",RB Leipzig,de Bundesliga,23,1997,26,24,"2,161",24,4,4,8,4,0,0,2,0,0.17,0.17,0.33,0.17,0.33,Matches
108,Davide Angelo Ghislandi,it ITA,MF,Atalanta,it Serie A,19,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
109,Frank Anguissa,cm CMR,MF,Fulham,eng Premier League,24,1995,36,29,"2,587",28.7,0,3,3,0,0,0,6,0,0,0.1,0.1,0,0.1,Matches
110,Philip Ankhrah,gh GHA,FW,Hellas Verona,it Serie A,17,2002,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
111,Cristian Ansaldi,ar ARG,MF,Torino,it Serie A,33,1986,31,20,"1,947",21.6,1,6,7,0,1,1,1,0,0.05,0.28,0.32,0,0.28,Matches
112,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,1996,31,30,"2,711",30.1,0,1,1,0,0,0,3,0,0,0.03,0.03,0,0.03,Matches
113,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,30,1990,26,24,"1,974",21.9,10,5,15,10,0,0,3,0,0.46,0.23,0.68,0.46,0.68,Matches
114,José Antonio Miranda,gq EQG,MF,Getafe,es La Liga,22,1998,4,0,26,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
115,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,2000,5,2,232,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
116,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,22,1998,30,23,"1,781",19.8,7,3,10,5,2,2,3,1,0.35,0.15,0.51,0.25,0.4,Matches
117,Adil Aouchiche,dz ALG,"MF,FW",Saint-Étienne,fr Ligue 1,18,2002,34,21,"1,731",19.2,2,5,7,2,0,0,2,0,0.1,0.26,0.36,0.1,0.36,Matches
118,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,1992,22,16,"1,556",17.3,0,2,2,0,0,0,3,0,0,0.12,0.12,0,0.12,Matches
119,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,1998,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
120,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,24,1995,34,33,"2,983",33.1,3,0,3,3,0,0,11,0,0.09,0,0.09,0.09,0.09,Matches
121,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,31,1989,21,20,"1,669",18.5,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
122,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,24,1996,28,17,"1,496",16.6,4,2,6,4,0,0,5,0,0.24,0.12,0.36,0.24,0.36,Matches
123,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,1991,33,26,"2,426",27,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
124,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,1999,24,16,"1,510",16.8,2,1,3,2,0,0,3,0,0.12,0.06,0.18,0.12,0.18,Matches
125,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,1987,34,30,"2,807",31.2,0,1,1,0,0,0,8,0,0,0.03,0.03,0,0.03,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Alphonse Areola,fr FRA,GK,Fulham,eng Premier League,27,1993,36,36,"3,240",36,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
127,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
128,Karim Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26,1994,13,2,294,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
129,Unai Arietaleanizbeaskoa,es ESP,FW,Eibar,es La Liga,21,1999,4,0,47,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
130,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
131,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,28,1992,33,32,"2,764",30.7,4,5,9,4,0,0,3,0,0.13,0.16,0.29,0.13,0.29,Matches
132,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,26,1994,30,30,"2,585",28.7,3,6,9,3,0,0,7,1,0.1,0.21,0.31,0.1,0.31,Matches
133,Tolu Arokodare,ng NGA,FW,Köln,de Bundesliga,19,2000,10,0,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
134,Sergio Arribas,es ESP,MF,Real Madrid,es La Liga,18,2001,8,0,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
135,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,25,1994,7,6,585,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
136,Tolgay Arslan,de GER,MF,Udinese,it Serie A,29,1990,30,25,"1,818",20.2,3,0,3,3,0,0,9,0,0.15,0,0.15,0.15,0.15,Matches
137,Kwadwo Asamoah,gh GHA,MF,Cagliari,it Serie A,31,1988,9,1,224,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
138,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,23,1997,13,8,762,8.5,1,0,1,1,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
139,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,31,1989,36,36,"3,240",36,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
140,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,24,1996,35,21,"1,869",20.8,5,2,7,5,0,0,1,0,0.24,0.1,0.34,0.24,0.34,Matches
141,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,19,2001,6,0,95,1.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
142,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,32,1987,33,33,"2,864",31.8,14,13,27,9,5,5,9,0,0.44,0.41,0.85,0.28,0.69,Matches
143,Roger Assalé,ci CIV,"MF,FW",Dijon,fr Ligue 1,26,1993,17,11,828,9.2,1,1,2,1,0,0,0,1,0.11,0.11,0.22,0.11,0.22,Matches
144,Youcef Atal,dz ALG,"MF,DF",Nice,fr Ligue 1,24,1996,18,13,956,10.6,1,0,1,1,0,0,1,0,0.09,0,0.09,0.09,0.09,Matches
145,Miguel Atienza,es ESP,MF,Eibar,es La Liga,21,1999,12,9,838,9.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
146,Pierre-Emerick Aubameyang,ga GAB,"FW,MF",Arsenal,eng Premier League,31,1989,29,26,"2,332",25.9,10,3,13,8,2,2,2,0,0.39,0.12,0.5,0.31,0.42,Matches
147,Emil Audero,id IDN,GK,Sampdoria,it Serie A,23,1997,37,37,"3,330",37,0,1,1,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
148,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,25,1994,37,37,"3,216",35.7,1,3,4,1,0,0,2,1,0.03,0.08,0.11,0.03,0.11,Matches
149,Jean-Kévin Augustin,fr FRA,FW,Nantes,fr Ligue 1,23,1997,3,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
150,Ludwig Augustinsson,se SWE,"MF,DF",Werder Bremen,de Bundesliga,26,1994,23,21,"1,957",21.7,0,4,4,0,0,0,4,0,0,0.18,0.18,0,0.18,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Serge Aurier,ci CIV,"DF,MF",Tottenham,eng Premier League,27,1992,19,19,"1,605",17.8,2,3,5,2,0,0,0,0,0.11,0.17,0.28,0.11,0.28,Matches
152,Charlie Austin,eng ENG,FW,West Brom,eng Premier League,31,1989,5,0,138,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
153,Ezequiel Ávila,ar ARG,"MF,FW",Osasuna,es La Liga,26,1994,8,2,202,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
154,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,22,1997,21,16,"1,359",15.1,5,2,7,5,0,0,0,0,0.33,0.13,0.46,0.33,0.46,Matches
