Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
712,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,25,1996,33,27,"2,518",28,16,6,22,15,1,1,4,0,0.57,0.21,0.79,0.54,0.75,Matches
713,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,23,1999,33,33,"2,699",30,9,8,17,9,0,1,4,0,0.3,0.27,0.57,0.3,0.57,Matches
714,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,25,1996,29,28,"2,446",27.2,3,0,3,3,0,0,7,1,0.11,0,0.11,0.11,0.11,Matches
715,Mamadou Diakhon,sn SEN,FW,Reims,fr Ligue 1,16,2005,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
716,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,21,2001,33,29,"2,653",29.5,3,0,3,3,0,0,6,0,0.1,0,0.1,0.1,0.1,Matches
717,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,18,2003,3,1,131,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
718,Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,de Bundesliga,26,1996,8,5,478,5.3,1,0,1,1,0,0,2,0,0.19,0,0.19,0.19,0.19,Matches
719,Baila Diallo,fr FRA,DF,Clermont Foot,fr Ligue 1,21,2001,6,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
720,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,27,1995,37,32,"2,879",32,20,1,21,17,3,4,4,1,0.63,0.03,0.66,0.53,0.56,Matches
721,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,23,1999,18,11,819,9.1,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
722,Ismael Diallo,ci CIV,DF,Ajaccio,fr Ligue 1,25,1997,28,25,"2,176",24.2,0,0,0,0,0,0,9,1,0,0,0,0,0,Matches
723,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,18,2004,29,18,"1,626",18.1,3,2,5,3,0,0,4,0,0.17,0.11,0.28,0.17,0.28,Matches
724,Mamady Diarra,ml MLI,MF,Cádiz,es La Liga,22,2000,2,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
725,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,21,2000,23,12,"1,225",13.6,0,1,1,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
726,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,23,1998,28,14,"1,066",11.8,2,0,2,2,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
727,Youba Diarra,ml MLI,MF,Cádiz,es La Liga,24,1998,5,1,98,1.1,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
728,Rúben Dias,pt POR,"DF,MF",Manchester City,eng Premier League,25,1997,26,22,"1,998",22.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
729,Krépin Diatta,sn SEN,MF,Monaco,fr Ligue 1,23,1999,31,22,"2,072",23,4,2,6,4,0,0,3,0,0.17,0.09,0.26,0.17,0.26,Matches
730,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,29,1993,37,37,"3,330",37,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
731,Brahim Díaz,ma MAR,MF,Milan,it Serie A,22,1999,33,27,"1,925",21.4,6,7,13,6,0,0,3,0,0.28,0.33,0.61,0.28,0.61,Matches
732,Luis Díaz,co COL,FW,Liverpool,eng Premier League,25,1997,17,11,996,11.1,4,2,6,4,0,0,2,0,0.36,0.18,0.54,0.36,0.54,Matches
733,Justin Diehl,de GER,MF,Köln,de Bundesliga,17,2004,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
734,Bamba Dieng,sn SEN,FW,Marseille,fr Ligue 1,22,2000,10,1,194,2.2,1,0,1,1,0,0,1,0,0.46,0,0.46,0.46,0.46,Matches
735,Bamba Dieng,sn SEN,"FW,MF",Lorient,fr Ligue 1,22,2000,15,9,747,8.3,3,0,3,2,1,1,1,0,0.36,0,0.36,0.24,0.24,Matches
736,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,28,1994,33,31,"2,818",31.3,2,1,3,2,0,0,3,0,0.06,0.03,0.1,0.06,0.1,Matches
737,Florian Dietz,de GER,FW,Köln,de Bundesliga,23,1998,11,4,395,4.4,1,0,1,1,0,0,1,0,0.23,0,0.23,0.23,0.23,Matches
738,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,29,1993,28,18,"1,502",16.7,1,0,1,1,0,0,5,0,0.06,0,0.06,0.06,0.06,Matches
739,Federico Dimarco,it ITA,"MF,DF",Inter,it Serie A,24,1997,33,26,"2,069",23,4,3,7,4,0,0,0,0,0.17,0.13,0.3,0.17,0.3,Matches
740,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,28,1993,37,37,"3,324",36.9,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
741,Junior Dina Ebimbe,cm CMR,MF,Frankfurt,de Bundesliga,21,2000,19,10,"1,063",11.8,3,1,4,3,0,0,4,0,0.25,0.08,0.34,0.25,0.34,Matches
742,Tristan Dingomé,cm CMR,"DF,MF",Troyes,fr Ligue 1,31,1991,8,0,99,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
743,Eren Dinkçi,de GER,MF,Werder Bremen,de Bundesliga,20,2001,17,0,231,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
744,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,21,2001,24,22,"1,957",21.7,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
745,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,29,1992,11,5,506,5.6,2,0,2,2,0,0,1,0,0.36,0,0.36,0.36,0.36,Matches
746,Edan Diop,fr FRA,MF,Monaco,fr Ligue 1,17,2004,7,1,223,2.5,1,0,1,1,0,0,0,0,0.4,0,0.4,0.4,0.4,Matches
747,Issa Diop,ma MAR,DF,Fulham,eng Premier League,25,1997,25,21,"2,012",22.4,1,0,1,1,0,0,2,0,0.04,0,0.04,0.04,0.04,Matches
748,Sofiane Diop,ma MAR,"MF,FW",Nice,fr Ligue 1,22,2000,22,14,"1,228",13.6,1,4,5,1,0,0,1,0,0.07,0.29,0.37,0.07,0.37,Matches
749,Sofiane Diop,ma MAR,MF,Monaco,fr Ligue 1,22,2000,1,1,65,0.7,1,0,1,1,0,0,0,0,1.38,0,1.38,1.38,1.38,Matches
750,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,22,1999,31,31,"2,790",31,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
751,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,24,1998,38,37,"3,330",37,3,3,6,3,0,1,3,0,0.08,0.08,0.16,0.08,0.16,Matches
752,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,22,2000,25,24,"2,017",22.4,2,0,2,2,0,0,7,0,0.09,0,0.09,0.09,0.09,Matches
753,Djené,tg TOG,DF,Getafe,es La Liga,30,1991,33,33,"2,840",31.6,0,1,1,0,0,0,10,1,0,0.03,0.03,0,0.03,Matches
754,Moussa Djenepo,ml MLI,"DF,MF",Southampton,eng Premier League,24,1998,16,7,710,7.9,0,2,2,0,0,0,1,0,0,0.25,0.25,0,0.25,Matches
755,Koffi Djidji,ci CIV,DF,Torino,it Serie A,29,1992,34,26,"2,424",26.9,1,0,1,1,0,0,3,0,0.04,0,0.04,0.04,0.04,Matches
756,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,27,1994,31,31,"2,677",29.7,1,2,3,1,0,0,8,1,0.03,0.07,0.1,0.03,0.1,Matches
757,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,29,1993,24,20,"1,797",20,0,1,1,0,0,0,3,0,0,0.05,0.05,0,0.05,Matches
758,Moussa Djitte,sn SEN,FW,Ajaccio,fr Ligue 1,22,1999,6,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
759,Ouparine Djoco,gw GNB,GK,Clermont Foot,fr Ligue 1,24,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
760,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,30,1992,15,13,"1,269",14.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
761,Alan Do Marcolino,ga GAB,FW,Rennes,fr Ligue 1,20,2002,3,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
762,Ritsu Doan,jp JPN,"MF,FW",Freiburg,de Bundesliga,24,1998,33,30,"2,424",26.9,5,4,9,5,0,0,3,0,0.19,0.15,0.33,0.19,0.33,Matches
763,Dodô,br BRA,DF,Fiorentina,it Serie A,23,1998,33,28,"2,331",25.9,1,3,4,1,0,0,5,1,0.04,0.12,0.15,0.04,0.15,Matches
764,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,24,1998,25,25,"2,216",24.6,5,1,6,5,0,0,0,0,0.2,0.04,0.24,0.2,0.24,Matches
765,Matt Doherty,ie IRL,MF,Tottenham,eng Premier League,30,1992,12,7,667,7.4,1,0,1,1,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
766,Matt Doherty,ie IRL,"DF,MF",Atlético Madrid,es La Liga,30,1992,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
767,Josh Doig,sct SCO,MF,Hellas Verona,it Serie A,20,2002,22,15,"1,354",15,2,3,5,2,0,0,1,0,0.13,0.2,0.33,0.13,0.33,Matches
768,Jeremy Doku,be BEL,"MF,FW",Rennes,fr Ligue 1,20,2002,29,13,"1,291",14.3,6,2,8,6,0,0,0,0,0.42,0.14,0.56,0.42,0.56,Matches
769,Kasper Dolberg,dk DEN,FW,Hoffenheim,de Bundesliga,24,1997,13,4,402,4.5,1,0,1,1,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches
770,Kasper Dolberg,dk DEN,FW,Sevilla,es La Liga,24,1997,4,2,197,2.2,0,1,1,0,0,0,0,0,0,0.46,0.46,0,0.46,Matches
771,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,21,2001,3,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
772,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,24,1998,31,26,"2,300",25.6,3,2,5,3,0,0,10,0,0.12,0.08,0.2,0.12,0.2,Matches
773,John Donald,es ESP,"MF,DF",Elche,es La Liga,21,2000,14,13,"1,092",12.1,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
774,Giulio Donati,it ITA,"DF,MF",Monza,it Serie A,32,1990,8,4,422,4.7,1,0,1,1,0,0,4,2,0.21,0,0.21,0.21,0.21,Matches
775,Kyliane Dong,fr FRA,"MF,FW",Troyes,fr Ligue 1,17,2004,6,2,213,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
776,Jordan Dongmo,cm CMR,MF,Troyes,fr Ligue 1,21,2001,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
777,Gianluigi Donnarumma,it ITA,GK,PSG,fr Ligue 1,23,1999,38,38,"3,409",37.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
778,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,24,1998,11,5,483,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
779,Jodel Dossou,bj BEN,MF,Clermont Foot,fr Ligue 1,30,1992,9,2,258,2.9,1,0,1,1,0,0,0,0,0.35,0,0.35,0.35,0.35,Matches
780,Lohann Doucet,bf BFA,MF,Nantes,fr Ligue 1,19,2002,9,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
781,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,29,1993,25,17,"1,533",17,5,2,7,5,0,0,6,1,0.29,0.12,0.41,0.29,0.41,Matches
782,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,22,2000,34,34,"2,769",30.8,0,3,3,0,0,0,10,1,0,0.1,0.1,0,0.1,Matches
783,Siriné Doucouré,ml MLI,FW,Lorient,fr Ligue 1,20,2002,12,0,136,1.5,0,1,1,0,0,0,0,0,0,0.66,0.66,0,0.66,Matches
784,Désiré Doué,fr FRA,"MF,FW",Rennes,fr Ligue 1,17,2005,26,11,"1,115",12.4,3,1,4,3,0,0,5,0,0.24,0.08,0.32,0.24,0.32,Matches
785,Guéla Doué,ci CIV,DF,Rennes,fr Ligue 1,19,2002,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
786,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,19,2003,28,25,"2,297",25.5,1,1,2,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,Matches
787,Kamory Doumbia,ml MLI,MF,Reims,fr Ligue 1,19,2003,26,13,"1,155",12.8,2,2,4,1,1,1,0,0,0.16,0.16,0.31,0.08,0.23,Matches
788,Souleyman Doumbia,ci CIV,"DF,MF",Angers,fr Ligue 1,25,1996,24,21,"1,790",19.9,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
789,Flynn Downes,eng ENG,MF,West Ham,eng Premier League,23,1999,21,7,762,8.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
790,Kami Doyle,eng ENG,MF,Southampton,eng Premier League,16,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
791,Bartłomiej Drągowski,pl POL,GK,Spezia,it Serie A,24,1997,34,34,"2,946",32.7,0,1,1,0,0,0,1,0,0,0.03,0.03,0,0.03,Matches
792,Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,20,2001,1,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
793,Dion Drena Beljo,hr CRO,FW,Augsburg,de Bundesliga,20,2002,18,16,"1,128",12.5,3,2,5,3,0,0,2,0,0.24,0.16,0.4,0.24,0.4,Matches
794,Dominick Drexler,de GER,MF,Schalke 04,de Bundesliga,32,1990,27,16,"1,366",15.2,4,3,7,4,0,0,3,1,0.26,0.2,0.46,0.26,0.46,Matches
795,Domingos Duarte,pt POR,DF,Getafe,es La Liga,27,1995,31,30,"2,657",29.5,0,2,2,0,0,0,11,1,0,0.07,0.07,0,0.07,Matches
796,Martin Dúbravka,sk SVK,GK,Newcastle,eng Premier League,33,1989,2,1,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
797,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,28,1994,34,34,"2,852",31.7,12,6,18,12,0,1,4,0,0.38,0.19,0.57,0.38,0.57,Matches
798,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,27,1994,15,11,"1,061",11.8,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
799,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,27,1994,13,9,689,7.7,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
800,Shane Duffy,ie IRL,"DF,MF",Fulham,eng Premier League,30,1992,5,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
801,Rémy Dugimont,fr FRA,"FW,MF",Auxerre,fr Ligue 1,36,1986,11,0,113,1.3,0,1,1,0,0,0,1,0,0,0.8,0.8,0,0.8,Matches
802,Denzel Dumfries,nl NED,MF,Inter,it Serie A,26,1996,34,25,"2,218",24.6,1,4,5,1,0,0,4,0,0.04,0.16,0.2,0.04,0.2,Matches
803,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,29,1993,25,13,"1,103",12.3,1,0,1,1,0,0,3,0,0.08,0,0.08,0.08,0.08,Matches
804,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,30,1991,36,36,"3,239",36,1,0,1,1,0,0,4,0,0.03,0,0.03,0.03,0.03,Matches
805,Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,29,1993,38,38,"3,420",38,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
806,Jáder Durán,co COL,FW,Aston Villa,eng Premier League,18,2003,12,0,136,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
807,Pablo Durán,es ESP,FW,Celta Vigo,es La Liga,21,2001,4,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
808,Julien Duranville,be BEL,FW,Dortmund,de Bundesliga,16,2006,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
809,Hugo Duro,es ESP,FW,Valencia,es La Liga,22,1999,30,12,"1,385",15.4,1,1,2,1,0,1,5,0,0.06,0.06,0.13,0.06,0.13,Matches
810,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,25,1997,34,27,"2,515",27.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
811,Paulo Dybala,ar ARG,"MF,FW",Roma,it Serie A,28,1993,25,21,"1,739",19.3,12,6,18,7,5,5,5,0,0.62,0.31,0.93,0.36,0.67,Matches
812,Edin Džeko,ba BIH,FW,Inter,it Serie A,36,1986,33,18,"1,732",19.2,9,3,12,9,0,0,3,0,0.47,0.16,0.62,0.47,0.62,Matches
813,Malcolm Ebiowei,eng ENG,MF,Crystal Palace,eng Premier League,18,2003,3,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
814,Festy Ebosele,ie IRL,MF,Udinese,it Serie A,19,2002,17,4,411,4.6,0,1,1,0,0,0,4,0,0,0.22,0.22,0,0.22,Matches
815,Enzo Ebosse,cm CMR,"DF,MF",Udinese,it Serie A,23,1999,20,9,930,10.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
816,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,26,1995,26,22,"1,923",21.4,2,4,6,2,0,0,0,0,0.09,0.19,0.28,0.09,0.28,Matches
817,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,24,1998,35,20,"1,803",20,5,2,7,5,0,0,3,0,0.25,0.1,0.35,0.25,0.35,Matches
818,Samuel Edozie,eng ENG,"MF,FW",Southampton,eng Premier League,19,2003,17,5,567,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
819,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,25,1996,31,27,"2,451",27.2,1,2,3,1,0,0,6,0,0.04,0.07,0.11,0.04,0.11,Matches
820,Lilian Egloff,de GER,"MF,FW",Stuttgart,de Bundesliga,19,2002,10,2,241,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
821,Íñigo Eguaras,es ESP,MF,Almería,es La Liga,30,1992,25,10,967,10.7,1,1,2,1,0,0,6,0,0.09,0.09,0.19,0.09,0.19,Matches
822,Kingsley Ehizibue,nl NED,MF,Udinese,it Serie A,27,1995,27,16,"1,535",17.1,2,0,2,2,0,0,7,0,0.12,0,0.12,0.12,0.12,Matches
823,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,27,1995,1,1,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
824,Julian Eitschberger,de GER,"DF,MF",Hertha BSC,de Bundesliga,18,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
825,Chidera Ejuke,ng NGA,"FW,MF",Hertha BSC,de Bundesliga,24,1998,20,9,890,9.9,0,3,3,0,0,0,0,0,0,0.3,0.3,0,0.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
826,Albin Ekdal,se SWE,MF,Spezia,it Serie A,33,1989,31,18,"1,734",19.3,0,2,2,0,0,0,6,1,0,0.1,0.1,0,0.1,Matches
827,Hugo Ekitike,fr FRA,FW,PSG,fr Ligue 1,20,2002,25,12,"1,155",12.8,3,4,7,3,0,0,0,0,0.23,0.31,0.55,0.23,0.55,Matches
828,Emmanuel Ekong,se SWE,FW,Empoli,it Serie A,20,2002,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
829,Anthony Elanga,se SWE,MF,Manchester Utd,eng Premier League,20,2002,16,5,426,4.7,0,1,1,0,0,0,0,0,0,0.21,0.21,0,0.21,Matches
830,Alberth Elis,hn HON,MF,Brest,fr Ligue 1,26,1996,10,2,257,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
831,Mikael Ellertsson,is ISL,MF,Spezia,it Serie A,20,2002,11,1,171,1.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
832,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,19,2003,32,18,"1,613",17.9,1,2,3,1,0,0,2,0,0.06,0.11,0.17,0.06,0.17,Matches
833,Elif Elmas,mk MKD,"MF,FW",Napoli,it Serie A,22,1999,36,14,"1,627",18.1,6,3,9,5,1,1,5,0,0.33,0.17,0.5,0.28,0.44,Matches
834,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30,1992,5,1,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
835,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,28,1994,25,16,"1,449",16.1,0,1,1,0,0,0,5,1,0,0.06,0.06,0,0.06,Matches
836,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,25,1996,32,32,"2,826",31.4,3,0,3,3,0,0,2,0,0.1,0,0.1,0.1,0.1,Matches
837,Rodrigo Ely,br BRA,DF,Almería,es La Liga,28,1993,36,36,"3,155",35.1,0,1,1,0,0,0,10,1,0,0.03,0.03,0,0.03,Matches
838,Mohamed Elyounoussi,no NOR,MF,Southampton,eng Premier League,27,1994,33,27,"2,168",24.1,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,Matches
839,Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,30,1992,29,18,"1,472",16.4,4,3,7,3,1,1,5,1,0.24,0.18,0.43,0.18,0.37,Matches
840,Adri Embarba,es ESP,"FW,MF",Espanyol,es La Liga,30,1992,1,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
841,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,25,1997,32,19,"1,859",20.7,12,2,14,12,0,1,3,0,0.58,0.1,0.68,0.58,0.68,Matches
842,Emerson,br BRA,"MF,DF",Tottenham,eng Premier League,23,1999,26,20,"1,735",19.3,2,1,3,2,0,0,2,1,0.1,0.05,0.16,0.1,0.16,Matches
843,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,25,1997,31,17,"1,661",18.5,8,1,9,8,0,0,4,0,0.43,0.05,0.49,0.43,0.49,Matches
844,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,18,2004,20,7,806,9,4,2,6,4,0,0,1,0,0.45,0.22,0.67,0.45,0.67,Matches
845,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,29,1993,33,33,"2,922",32.5,5,4,9,5,0,0,3,0,0.15,0.12,0.28,0.15,0.28,Matches
846,Arne Engels,be BEL,MF,Augsburg,de Bundesliga,18,2003,18,18,"1,440",16,0,3,3,0,0,0,5,0,0,0.19,0.19,0,0.19,Matches
847,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,30,1992,28,25,"2,048",22.8,1,8,9,1,0,0,3,0,0.04,0.35,0.4,0.04,0.4,Matches
848,Martin Erlić,hr CRO,DF,Sassuolo,it Serie A,24,1998,28,26,"2,330",25.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
849,Tjark Ernst,de GER,GK,Hertha BSC,de Bundesliga,19,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
850,Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,29,1993,9,7,555,6.2,0,1,1,0,0,0,0,1,0,0.16,0.16,0,0.16,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
851,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,29,1993,14,13,"1,121",12.5,4,1,5,4,0,0,4,0,0.32,0.08,0.4,0.32,0.4,Matches
852,Sergio Escudero,es ESP,"DF,MF",Valladolid,es La Liga,32,1989,23,17,"1,439",16,1,0,1,1,0,0,3,0,0.06,0,0.06,0.06,0.06,Matches
853,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,30,1992,36,35,"3,122",34.7,0,4,4,0,0,0,7,0,0,0.12,0.12,0,0.12,Matches
854,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33,1989,20,14,"1,225",13.6,1,1,2,1,0,0,5,0,0.07,0.07,0.15,0.07,0.15,Matches
855,Salvatore Esposito,it ITA,MF,Spezia,it Serie A,21,2000,15,10,971,10.8,1,0,1,1,0,0,5,1,0.09,0,0.09,0.09,0.09,Matches
856,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20,2002,23,18,"1,646",18.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
857,Pervis Estupiñán,ec ECU,"DF,MF",Brighton,eng Premier League,24,1998,35,31,"2,675",29.7,1,5,6,1,0,0,4,0,0.03,0.17,0.2,0.03,0.2,Matches
858,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,34,1988,13,12,"1,051",11.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
859,Edu Expósito,es ESP,MF,Espanyol,es La Liga,25,1996,28,13,"1,160",12.9,2,2,4,2,0,0,3,1,0.16,0.16,0.31,0.16,0.31,Matches
860,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,24,1998,38,30,"2,636",29.3,10,4,14,9,1,1,3,0,0.34,0.14,0.48,0.31,0.44,Matches
861,Kimberly Ezekwem,de GER,DF,Freiburg,de Bundesliga,21,2001,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
862,Abde Ezzalzouli,ma MAR,"FW,MF",Osasuna,es La Liga,20,2001,28,19,"1,504",16.7,4,2,6,4,0,0,4,2,0.24,0.12,0.36,0.24,0.36,Matches
863,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37,1985,36,36,"3,111",34.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
864,Fabinho,br BRA,MF,Liverpool,eng Premier League,28,1993,36,31,"2,671",29.7,0,2,2,0,0,0,11,0,0,0.07,0.07,0,0.07,Matches
865,Fábio,br BRA,"DF,MF",Nantes,fr Ligue 1,32,1990,6,3,224,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
