Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
547,Federico Chiesa,it ITA,FW,Liverpool,eng Premier League,26,1997,6,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
548,Ben Chilwell,eng ENG,MF,Crystal Palace,eng Premier League,27,1996,8,1,259,2.9,1,0,1,1,0,0,1,0,0.35,0,0.35,0.35,0.35,Matches
549,Chiquinho,pt POR,MF,Mallorca,es La Liga,24,2000,8,1,146,1.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
550,Chiquinho,pt POR,"FW,MF",Wolves,eng Premier League,24,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
551,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,27,1997,30,28,"2,348",26.1,0,2,2,0,0,0,6,0,0,0.08,0.08,0,0.08,Matches
552,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,22,2001,26,23,"1,892",21,1,0,1,1,0,0,5,0,0.05,0,0.05,0.05,0.05,Matches
553,Hamza Choudhury,bd BAN,MF,Leicester City,eng Premier League,26,1997,4,1,131,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
554,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,28,1996,5,2,254,2.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
555,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,29,1995,29,27,"2,117",23.5,2,3,5,2,0,0,9,0,0.09,0.13,0.21,0.09,0.21,Matches
556,Carney Chukwuemeka,at AUT,MF,Dortmund,de Bundesliga,20,2003,10,1,253,2.8,1,0,1,1,0,0,1,0,0.36,0,0.36,0.36,0.36,Matches
557,Samuel Chukwueze,ng NGA,"MF,FW",Milan,it Serie A,25,1999,26,9,925,10.3,3,2,5,3,0,0,0,0,0.29,0.19,0.49,0.29,0.49,Matches
558,Aaron Ciammaglichella,it ITA,MF,Torino,it Serie A,19,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
559,Jasper Cillessen,nl NED,GK,Las Palmas,es La Liga,35,1989,27,27,"2,335",25.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
560,Giuseppe Ciocci,it ITA,GK,Cagliari,it Serie A,22,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
561,Alessandro Circati,au AUS,DF,Parma,it Serie A,20,2003,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
562,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,30,1994,33,25,"2,140",23.8,4,1,5,4,0,0,12,0,0.17,0.04,0.21,0.17,0.21,Matches
563,Alphadjo Cissè,it ITA,MF,Hellas Verona,it Serie A,17,2006,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
564,Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,20,2004,14,14,"1,121",12.5,1,0,1,1,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
565,Seydouba Cissé,gn GUI,MF,Leganés,es La Liga,23,2001,34,31,"2,435",27.1,3,1,4,3,0,0,3,1,0.11,0.04,0.15,0.11,0.15,Matches
566,Yoann Cissé,fr FRA,MF,Auxerre,fr Ligue 1,19,2004,2,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
567,Patrick Ciurria,it ITA,MF,Monza,it Serie A,29,1995,21,12,"1,111",12.3,1,1,2,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches
568,Harry Clarke,eng ENG,DF,Ipswich Town,eng Premier League,23,2001,7,4,379,4.2,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches
569,Jack Clarke,eng ENG,MF,Ipswich Town,eng Premier League,23,2000,32,12,"1,181",13.1,0,4,4,0,0,0,2,0,0,0.3,0.3,0,0.3,Matches
570,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,de Bundesliga,26,1998,28,25,"2,109",23.4,9,2,11,9,0,0,4,0,0.38,0.09,0.47,0.38,0.47,Matches
571,Jonathan Clauss,fr FRA,"MF,DF",Nice,fr Ligue 1,31,1992,28,27,"2,303",25.6,3,8,11,3,0,0,7,0,0.12,0.31,0.43,0.12,0.43,Matches
572,Silvi Clúa,es ESP,MF,Girona,es La Liga,19,2005,4,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
573,Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,eng Premier League,33,1991,13,5,483,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
574,Conor Coady,eng ENG,DF,Leicester City,eng Premier League,31,1993,22,19,"1,714",19,1,0,1,1,0,0,3,0,0.05,0,0.05,0.05,0.05,Matches
575,Marcus Coco,fr FRA,DF,Nantes,fr Ligue 1,28,1996,20,10,951,10.6,0,1,1,0,0,0,3,2,0,0.09,0.09,0,0.09,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
576,Saúl Coco,gq EQG,DF,Torino,it Serie A,25,1999,32,32,"2,845",31.6,2,0,2,2,0,0,10,0,0.06,0,0.06,0.06,0.06,Matches
577,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,35,1988,5,3,215,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
578,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,23,2001,38,38,"3,420",38,2,3,5,2,0,0,5,0,0.05,0.08,0.13,0.05,0.13,Matches
579,Nnamdi Collins,de GER,"DF,MF",Frankfurt,de Bundesliga,20,2004,24,15,"1,489",16.5,1,1,2,1,0,0,4,0,0.06,0.06,0.12,0.06,0.12,Matches
580,Toby Collyer,eng ENG,MF,Manchester Utd,eng Premier League,20,2004,6,0,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
581,Lorenzo Colombo,it ITA,"FW,MF",Empoli,it Serie A,22,2002,37,26,"2,233",24.8,6,2,8,5,1,1,5,1,0.24,0.08,0.32,0.2,0.28,Matches
582,Andrea Colpani,it ITA,MF,Fiorentina,it Serie A,25,1999,25,18,"1,450",16.1,2,1,3,2,0,0,1,0,0.12,0.06,0.19,0.12,0.19,Matches
583,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,21,2003,35,35,"3,149",35,2,1,3,2,0,0,9,0,0.06,0.03,0.09,0.06,0.09,Matches
584,Florinel Coman,ro ROU,"MF,FW",Cagliari,it Serie A,26,1998,9,2,263,2.9,1,0,1,1,0,0,2,0,0.34,0,0.34,0.34,0.34,Matches
585,Kingsley Coman,fr FRA,MF,Bayern Munich,de Bundesliga,28,1996,28,14,"1,282",14.2,5,4,9,5,0,0,0,0,0.35,0.28,0.63,0.35,0.63,Matches
586,Eray Cömert,ch SUI,"DF,MF",Valladolid,es La Liga,26,1998,25,21,"1,779",19.8,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
587,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,27,1996,35,30,"2,560",28.4,4,2,6,4,0,0,7,0,0.14,0.07,0.21,0.14,0.21,Matches
588,Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,19,2005,33,24,"2,200",24.4,1,0,1,1,0,0,5,0,0.04,0,0.04,0.04,0.04,Matches
589,Francisco Conceição,pt POR,MF,Juventus,it Serie A,21,2002,26,12,"1,340",14.9,3,3,6,3,0,0,5,1,0.2,0.2,0.4,0.2,0.4,Matches
590,Diego Conde,es ESP,GK,Villarreal,es La Liga,25,1998,22,22,"1,962",21.8,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
591,Tomás Conechny,ar ARG,"MF,FW",Alavés,es La Liga,26,1998,22,9,847,9.4,1,0,1,1,0,0,8,0,0.11,0,0.11,0.11,0.11,Matches
592,Alois Confais,fr FRA,"DF,MF",Le Havre,fr Ligue 1,27,1996,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
593,Sirlord Conteh,de GER,"MF,FW",Heidenheim,de Bundesliga,28,1996,29,4,892,9.9,1,1,2,1,0,0,2,0,0.1,0.1,0.2,0.1,0.2,Matches
594,Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,27,1997,36,32,"2,978",33.1,1,3,4,1,0,0,8,1,0.03,0.09,0.12,0.03,0.12,Matches
595,Copete,es ESP,DF,Mallorca,es La Liga,24,1999,25,16,"1,528",17,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
596,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,20,2003,34,33,"2,927",32.5,2,0,2,2,0,0,10,0,0.06,0,0.06,0.06,0.06,Matches
597,Francis Coquelin,fr FRA,MF,Nantes,fr Ligue 1,33,1991,6,3,224,2.5,1,1,2,1,0,0,1,0,0.4,0.4,0.8,0.4,0.8,Matches
598,Iker Córdoba,es ESP,DF,Valencia,es La Liga,18,2005,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
599,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,26,1997,21,17,"1,420",15.8,0,0,0,0,0,0,9,2,0,0,0,0,0,Matches
600,Maxwel Cornet,ci CIV,MF,Southampton,eng Premier League,27,1996,2,1,72,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
601,Maxwel Cornet,ci CIV,MF,Genoa,it Serie A,27,1996,7,2,246,2.7,2,1,3,2,0,0,0,0,0.73,0.37,1.1,0.73,1.1,Matches
602,Pierre Cornud,fr FRA,"DF,MF",Saint-Étienne,fr Ligue 1,27,1996,11,7,576,6.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
603,Ángel Correa,ar ARG,FW,Atlético Madrid,es La Liga,29,1995,31,3,805,8.9,4,1,5,4,0,0,3,1,0.45,0.11,0.56,0.45,0.56,Matches
604,Joaquín Correa,ar ARG,"FW,MF",Inter,it Serie A,29,1994,19,6,731,8.1,2,2,4,2,0,0,3,0,0.25,0.25,0.49,0.25,0.49,Matches
605,Thierry Correia,pt POR,DF,Valencia,es La Liga,25,1999,11,9,768,8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
606,Alberto costa,pt POR,"DF,MF",Juventus,it Serie A,20,2003,9,3,357,4,0,1,1,0,0,0,3,0,0,0.25,0.25,0,0.25,Matches
607,Coba da Costa,es ESP,MF,Getafe,es La Liga,22,2002,19,12,"1,006",11.2,1,1,2,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,Matches
608,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,31,1993,25,25,"2,006",22.3,0,1,1,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
609,David Costa,pt POR,MF,Lens,fr Ligue 1,23,2001,11,3,352,3.9,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
610,Logan Costa,cv CPV,DF,Villarreal,es La Liga,23,2001,32,28,"2,587",28.7,2,1,3,2,0,0,3,0,0.07,0.03,0.1,0.07,0.1,Matches
611,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,23,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
612,Samu Costa,pt POR,MF,Mallorca,es La Liga,23,2000,32,31,"2,649",29.4,0,2,2,0,0,0,10,1,0,0.07,0.07,0,0.07,Matches
613,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,25,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
614,Vladimír Coufal,cz CZE,"DF,MF",West Ham,eng Premier League,31,1992,22,11,"1,067",11.9,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
615,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,28,1996,38,30,"2,667",29.6,1,0,1,1,0,0,3,0,0.03,0,0.03,0.03,0.03,Matches
616,Lasso Coulibaly,ci CIV,MF,Auxerre,fr Ligue 1,21,2002,3,0,45,0.5,1,0,1,1,0,0,0,0,2,0,2,2,2,Matches
617,Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,20,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
618,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,20,2003,7,5,438,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
619,Tanguy Coulibaly,fr FRA,"MF,FW",Montpellier,fr Ligue 1,23,2001,25,17,"1,485",16.5,3,0,3,3,0,0,4,2,0.18,0,0.18,0.18,0.18,Matches
620,Woyo Coulibaly,ml MLI,DF,Leicester City,eng Premier League,25,1999,4,1,109,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
621,Woyo Coulibaly,ml MLI,DF,Parma,it Serie A,25,1999,14,12,"1,084",12,0,1,1,0,0,0,1,1,0,0.08,0.08,0,0.08,Matches
622,Marius Courcoul,fr FRA,MF,Angers,fr Ligue 1,17,2007,8,3,309,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
623,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,32,1992,30,30,"2,700",30,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
624,Yan Couto,br BRA,"DF,MF",Dortmund,de Bundesliga,22,2002,21,8,895,9.9,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
625,Nicolas Cozza,fr FRA,"DF,MF",Nantes,fr Ligue 1,25,1999,27,23,"2,051",22.8,1,0,1,1,0,0,3,1,0.04,0,0.04,0.04,0.04,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
626,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,34,1989,18,10,824,9.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
627,Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,21,2002,31,29,"2,592",28.8,3,1,4,3,0,0,5,0,0.1,0.03,0.14,0.1,0.14,Matches
628,Bryan Cristante,it ITA,MF,Roma,it Serie A,29,1995,30,23,"2,045",22.7,4,2,6,4,0,0,8,0,0.18,0.09,0.26,0.18,0.26,Matches
629,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,28,1995,8,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
630,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,32,1992,25,19,"1,492",16.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
631,Juan Cruz,es ESP,"MF,DF",Leganés,es La Liga,24,2000,34,26,"2,257",25.1,5,4,9,5,0,0,2,0,0.2,0.16,0.36,0.2,0.36,Matches
632,Juan Cuadrado,co COL,"MF,FW",Atalanta,it Serie A,36,1988,23,7,832,9.2,0,2,2,0,0,0,3,0,0,0.22,0.22,0,0.22,Matches
633,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,17,2007,35,29,"2,618",29.1,0,3,3,0,0,0,3,0,0,0.1,0.1,0,0.1,Matches
634,Cucho,co COL,FW,Real Betis,es La Liga,25,1999,15,14,"1,139",12.7,5,1,6,5,0,0,0,0,0.4,0.08,0.47,0.4,0.47,Matches
635,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26,1998,36,33,"2,988",33.2,5,1,6,5,0,0,10,1,0.15,0.03,0.18,0.15,0.18,Matches
636,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,24,1999,8,4,351,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
637,Matheus Cunha,br BRA,MF,Wolves,eng Premier League,25,1999,33,29,"2,597",28.9,15,6,21,15,0,0,4,0,0.52,0.21,0.73,0.52,0.73,Matches
638,Patrick Cutrone,it ITA,FW,Como,it Serie A,26,1998,33,23,"2,047",22.7,7,4,11,7,0,1,1,0,0.31,0.18,0.48,0.31,0.48,Matches
639,Tomáš Čvančara,cz CZE,"MF,FW",Gladbach,de Bundesliga,23,2000,28,7,831,9.2,2,0,2,2,0,0,5,1,0.22,0,0.22,0.22,0.22,Matches
640,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,29,1995,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
641,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,35,1988,20,12,"1,095",12.2,0,1,1,0,0,0,2,1,0,0.08,0.08,0,0.08,Matches
642,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,23,2001,36,30,"2,613",29,3,2,5,3,0,0,4,0,0.1,0.07,0.17,0.1,0.17,Matches
643,Samuel Dahl,se SWE,DF,Roma,it Serie A,21,2003,2,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
644,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,26,1998,19,19,"1,710",19,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
645,Thomas Dähne,de GER,GK,Holstein Kiel,de Bundesliga,30,1994,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
646,Mahmoud Dahoud,de GER,MF,Frankfurt,de Bundesliga,28,1996,9,3,364,4,1,1,2,1,0,0,2,0,0.25,0.25,0.49,0.25,0.49,Matches
647,Patson Daka,zm ZAM,"MF,FW",Leicester City,eng Premier League,25,1998,23,6,736,8.2,1,0,1,1,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
648,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,22,2002,7,6,432,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
649,Thijs Dallinga,nl NED,FW,Bologna,it Serie A,23,2000,31,11,"1,154",12.8,3,2,5,3,0,0,1,0,0.23,0.16,0.39,0.23,0.39,Matches
650,Diogo Dalot,pt POR,"MF,DF",Manchester Utd,eng Premier League,25,1999,33,31,"2,814",31.3,0,3,3,0,0,0,5,0,0,0.1,0.1,0,0.1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
651,Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,24,2000,38,34,"2,911",32.3,2,10,12,2,0,0,2,0,0.06,0.31,0.37,0.06,0.37,Matches
652,Maat Daniel Caprini,it ITA,FW,Fiorentina,it Serie A,18,2006,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
653,Flavius Daniliuc,at AUT,DF,Hellas Verona,it Serie A,23,2001,18,9,"1,004",11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
654,Danilo,br BRA,DF,Juventus,it Serie A,33,1991,12,6,581,6.5,0,1,1,0,0,0,2,0,0,0.15,0.15,0,0.15,Matches
655,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,27,1997,3,3,200,2.2,2,0,2,2,0,0,1,0,0.9,0,0.9,0.9,0.9,Matches
656,Arnaut Danjuma,nl NED,"MF,FW",Girona,es La Liga,27,1997,25,15,"1,335",14.8,2,0,2,2,0,0,2,0,0.13,0,0.13,0.13,0.13,Matches
657,Jayden Danns,eng ENG,FW,Liverpool,eng Premier League,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
658,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,20,2004,22,16,"1,460",16.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
659,Kevin Danso,at AUT,DF,Tottenham,eng Premier League,25,1998,10,9,842,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
660,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,25,1998,12,12,"1,080",12,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
661,Dante,br BRA,DF,Nice,fr Ligue 1,40,1983,25,21,"1,964",21.8,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
662,Pape Daouda Diongue,sn SEN,MF,Strasbourg,fr Ligue 1,18,2006,9,1,78,0.9,1,0,1,1,0,0,0,0,1.15,0,1.15,1.15,1.15,Matches
663,Mohamed Daramy,dk DEN,"FW,MF",Reims,fr Ligue 1,22,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
664,Bence Dárdai,hu HUN,MF,Wolfsburg,de Bundesliga,18,2006,21,16,"1,304",14.5,1,1,2,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,Matches
665,Sergi Darder,es ESP,MF,Mallorca,es La Liga,30,1993,38,34,"2,744",30.5,2,6,8,2,0,0,4,0,0.07,0.2,0.26,0.07,0.26,Matches
666,Matteo Darmian,it ITA,"MF,DF",Inter,it Serie A,34,1989,29,20,"1,781",19.8,3,2,5,3,0,0,3,0,0.15,0.1,0.25,0.15,0.25,Matches
667,Lukas Daschner,de GER,"FW,MF",Bochum,de Bundesliga,25,1998,14,3,412,4.6,1,1,2,1,0,1,0,0,0.22,0.22,0.44,0.22,0.44,Matches
668,Juan David Cabal,co COL,DF,Juventus,it Serie A,23,2001,7,6,460,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
669,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,24,2000,32,28,"2,554",28.4,16,5,21,10,6,7,4,0,0.56,0.18,0.74,0.35,0.53,Matches
670,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,23,2000,19,17,"1,560",17.3,1,2,3,1,0,0,0,0,0.06,0.12,0.17,0.06,0.17,Matches
671,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31,1993,17,14,"1,331",14.8,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
672,Keinan Davis,eng ENG,FW,Udinese,it Serie A,26,1998,23,10,"1,066",11.8,2,1,3,2,0,0,2,0,0.17,0.08,0.25,0.17,0.25,Matches
673,Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,24,1999,33,32,"2,743",30.5,1,2,3,1,0,0,5,1,0.03,0.07,0.1,0.03,0.1,Matches
674,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,fr Ligue 1,23,2001,33,32,"2,778",30.9,9,8,17,7,2,2,3,0,0.29,0.26,0.55,0.23,0.49,Matches
675,Paweł Dawidowicz,pl POL,"DF,MF",Hellas Verona,it Serie A,29,1995,26,24,"1,845",20.5,0,0,0,0,0,0,7,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
676,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34,1990,15,10,971,10.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
677,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,eng Premier League,33,1991,28,19,"1,702",18.9,4,7,11,4,0,0,2,0,0.21,0.37,0.58,0.21,0.58,Matches
678,Bobby De Cordova-Reid,jm JAM,"MF,FW",Leicester City,eng Premier League,31,1993,23,9,744,8.3,1,2,3,1,0,0,2,0,0.12,0.24,0.36,0.12,0.36,Matches
679,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,23,2001,36,25,"2,070",23,7,7,14,7,0,0,1,0,0.3,0.3,0.61,0.3,0.61,Matches
680,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,30,1994,34,23,"2,106",23.4,3,5,8,3,0,0,7,0,0.13,0.21,0.34,0.13,0.34,Matches
681,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,23,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
682,Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,31,1992,16,7,769,8.5,1,0,1,1,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
683,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,36,1988,18,13,"1,060",11.8,1,0,1,1,0,0,1,0,0.08,0,0.08,0.08,0.08,Matches
684,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,26,1998,5,2,192,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
685,Koni De Winter,be BEL,DF,Genoa,it Serie A,22,2002,25,23,"2,135",23.7,3,0,3,3,0,0,6,0,0.13,0,0.13,0.13,0.13,Matches
686,Amar Dedić,ba BIH,MF,Marseille,fr Ligue 1,21,2002,10,2,314,3.5,0,1,1,0,0,0,1,0,0,0.29,0.29,0,0.29,Matches
687,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,28,1995,29,16,"1,432",15.9,2,1,3,2,0,0,6,0,0.13,0.06,0.19,0.13,0.19,Matches
688,Romain Del Castillo,fr FRA,"FW,MF",Brest,fr Ligue 1,28,1996,26,14,"1,259",14,6,4,10,3,3,4,0,0,0.43,0.29,0.71,0.21,0.5,Matches
689,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,32,1992,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
690,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21,2003,37,32,"2,593",28.8,12,2,14,10,2,2,12,0,0.42,0.07,0.49,0.35,0.42,Matches
691,Fisayo Dele-Bashiru,ng NGA,MF,Lazio,it Serie A,23,2001,20,12,947,10.5,3,1,4,3,0,0,0,0,0.29,0.1,0.38,0.29,0.38,Matches
692,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,32,1991,9,8,607,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
693,Enrico Delprato,it ITA,"DF,MF",Parma,it Serie A,24,1999,34,32,"2,947",32.7,4,0,4,4,0,0,8,0,0.12,0,0.12,0.12,0.12,Matches
694,Olivier Deman,be BEL,"DF,FW",Werder Bremen,de Bundesliga,24,2000,9,0,67,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
695,Ali Dembélé,fr FRA,DF,Torino,it Serie A,20,2004,15,4,388,4.3,1,0,1,1,0,0,4,1,0.23,0,0.23,0.23,0.23,Matches
696,Ousmane Dembélé,fr FRA,FW,PSG,fr Ligue 1,27,1997,29,20,"1,730",19.2,21,6,27,20,1,1,1,0,1.09,0.31,1.4,1.04,1.35,Matches
697,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,26,1998,34,20,"1,855",20.6,15,1,16,15,0,2,2,0,0.73,0.05,0.78,0.73,0.78,Matches
698,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,22,2001,31,29,"2,586",28.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
699,Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,28,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
700,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,30,1994,18,18,"1,620",18,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
