Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
613,Lucas Da Cunha,fr FRA,MF,Nice,fr Ligue 1,20,2001,10,5,393,4.4,0,1,1,0,0,0,0,0,0,0.23,0.23,0,0.23,Matches
614,Lucas Da Cunha,fr FRA,"FW,MF",Clermont Foot,fr Ligue 1,20,2001,15,11,836,9.3,2,0,2,2,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches
615,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,33,1988,17,13,"1,126",12.5,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
616,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,de Bundesliga,29,1992,27,17,"1,310",14.6,3,4,7,3,0,0,5,0,0.21,0.27,0.48,0.21,0.48,Matches
617,Colin Dagba,fr FRA,DF,PSG,fr Ligue 1,22,1998,3,2,165,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
618,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,23,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
619,Mahmoud Dahoud,de GER,"MF,DF",Dortmund,de Bundesliga,25,1996,22,20,"1,658",18.4,2,3,5,2,0,0,7,1,0.11,0.16,0.27,0.11,0.27,Matches
620,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,22,1998,23,13,"1,159",12.9,5,3,8,5,0,0,2,0,0.39,0.23,0.62,0.39,0.62,Matches
621,Stuart Dallas,nir NIR,"DF,MF",Leeds United,eng Premier League,30,1991,34,34,"2,919",32.4,1,1,2,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,Matches
622,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,22,1999,24,19,"1,801",20,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
623,Mikkel Damsgaard,dk DEN,MF,Sampdoria,it Serie A,21,2000,11,6,578,6.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
624,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,20,2001,24,14,"1,293",14.4,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
625,Danilo,br BRA,"DF,MF",Juventus,it Serie A,30,1991,22,22,"1,893",21,1,2,3,1,0,0,6,0,0.05,0.1,0.14,0.05,0.14,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
626,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,24,1997,23,17,"1,472",16.4,10,3,13,7,3,3,1,0,0.61,0.18,0.79,0.43,0.61,Matches
627,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,22,1998,33,32,"2,790",31,2,2,4,2,0,0,9,2,0.06,0.06,0.13,0.06,0.13,Matches
628,Dante,br BRA,DF,Nice,fr Ligue 1,37,1983,34,33,"2,870",31.9,0,0,0,0,0,0,7,3,0,0,0,0,0,Matches
629,Ebrima Darboe,gm GAM,MF,Roma,it Serie A,20,2001,1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
630,Márton Dárdai,hu HUN,DF,Hertha BSC,de Bundesliga,19,2002,12,9,755,8.4,0,1,1,0,0,0,2,0,0,0.12,0.12,0,0.12,Matches
631,Sergi Darder,es ESP,MF,Espanyol,es La Liga,27,1993,36,36,"3,125",34.7,3,9,12,3,0,0,4,0,0.09,0.26,0.35,0.09,0.35,Matches
632,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,30,1990,25,23,"1,786",19.8,2,5,7,2,0,0,6,0,0.1,0.25,0.35,0.1,0.35,Matches
633,Karl Darlow,wls WAL,GK,Newcastle,eng Premier League,30,1990,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
634,Matteo Darmian,it ITA,MF,Inter,it Serie A,31,1989,25,18,"1,507",16.7,2,1,3,2,0,0,4,0,0.12,0.06,0.18,0.12,0.18,Matches
635,Josh Dasilva,eng ENG,"MF,FW",Brentford,eng Premier League,22,1998,9,2,257,2.9,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
636,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,21,2000,38,32,"2,804",31.2,15,0,15,13,2,3,3,0,0.48,0,0.48,0.42,0.42,Matches
637,Alphonso Davies,ca CAN,"DF,MF",Bayern Munich,de Bundesliga,20,2000,22,20,"1,740",19.3,0,3,3,0,0,0,3,0,0,0.16,0.16,0,0.16,Matches
638,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,28,1993,29,28,"2,538",28.2,1,1,2,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07,Matches
639,Tom Davies,eng ENG,MF,Everton,eng Premier League,23,1998,6,2,234,2.6,1,0,1,1,0,0,1,0,0.38,0,0.38,0.38,0.38,Matches
640,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,23,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
641,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,26,1995,17,13,"1,198",13.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
642,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,31,1990,34,30,"2,754",30.6,2,2,4,2,0,0,5,1,0.07,0.07,0.13,0.07,0.13,Matches
643,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,30,1991,30,25,"2,201",24.5,15,8,23,15,0,0,2,0,0.61,0.33,0.94,0.61,0.94,Matches
644,Konrad De La Fuente,us USA,"FW,MF",Marseille,fr Ligue 1,20,2001,16,9,785,8.7,0,2,2,0,0,0,1,0,0,0.23,0.23,0,0.23,Matches
645,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,34,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
646,Tommaso De Nipoti,it ITA,FW,Atalanta,it Serie A,18,2003,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
647,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,27,1994,36,24,"2,151",23.9,3,1,4,3,0,0,7,0,0.13,0.04,0.17,0.13,0.17,Matches
648,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,28,1992,20,13,"1,168",13,1,2,3,1,0,0,2,1,0.08,0.15,0.23,0.08,0.23,Matches
649,Lorenzo De Silvestri,it ITA,"MF,DF",Bologna,it Serie A,33,1988,31,27,"2,294",25.5,3,2,5,3,0,0,7,0,0.12,0.08,0.2,0.12,0.2,Matches
650,Saulo Decarli,ch SUI,DF,Bochum,de Bundesliga,29,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
651,Troy Deeney,eng ENG,FW,Watford,eng Premier League,33,1988,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
652,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,30,1991,38,11,"1,362",15.1,2,2,4,2,0,0,3,0,0.13,0.13,0.26,0.13,0.26,Matches
653,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,25,1995,33,28,"2,129",23.7,4,1,5,4,0,0,5,0,0.17,0.04,0.21,0.17,0.21,Matches
654,Romain Del Castillo,fr FRA,"FW,MF",Rennes,fr Ligue 1,25,1996,3,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
655,Romain Del Castillo,fr FRA,MF,Brest,fr Ligue 1,25,1996,19,13,975,10.8,0,6,6,0,0,0,1,1,0,0.55,0.55,0,0.55,Matches
656,Thomas Delaine,fr FRA,"MF,DF",Metz,fr Ligue 1,29,1992,29,26,"2,316",25.7,1,2,3,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,Matches
657,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29,1991,26,15,"1,549",17.2,2,1,3,2,0,0,4,1,0.12,0.06,0.17,0.12,0.17,Matches
658,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29,1991,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
659,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,18,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
660,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,19,2002,10,3,254,2.8,0,1,1,0,0,0,0,0,0,0.35,0.35,0,0.35,Matches
661,Filippo Delli Carri,it ITA,DF,Salernitana,it Serie A,22,1999,5,3,334,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
662,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29,1991,32,26,"2,448",27.2,16,2,18,13,3,3,3,0,0.59,0.07,0.66,0.48,0.55,Matches
663,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29,1991,3,3,269,3,2,1,3,2,0,0,0,0,0.67,0.33,1,0.67,1,Matches
664,Fabian Delph,eng ENG,MF,Everton,eng Premier League,31,1989,11,8,662,7.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
665,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,25,1996,30,25,"2,207",24.5,21,4,25,16,5,5,6,0,0.86,0.16,1.02,0.65,0.82,Matches
666,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,es La Liga,24,1997,21,15,"1,409",15.7,1,13,14,1,0,0,3,0,0.06,0.83,0.89,0.06,0.89,Matches
667,Yusuf Demir,at AUT,FW,Barcelona,es La Liga,18,2003,6,2,192,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
668,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,23,1998,28,22,"1,917",21.3,1,2,3,1,0,0,8,0,0.05,0.09,0.14,0.05,0.14,Matches
669,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,28,1993,29,23,"2,049",22.8,1,4,5,0,1,2,10,0,0.04,0.18,0.22,0,0.18,Matches
670,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,23,1998,31,9,871,9.7,2,3,5,2,0,0,4,0,0.21,0.31,0.52,0.21,0.52,Matches
671,Diego Demme,de GER,MF,Napoli,it Serie A,29,1991,19,7,692,7.7,1,0,1,1,0,0,4,0,0.13,0,0.13,0.13,0.13,Matches
672,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,26,1995,15,12,"1,002",11.1,3,0,3,3,0,0,2,0,0.27,0,0.27,0.27,0.27,Matches
673,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,26,1995,30,21,"1,950",21.7,2,2,4,2,0,0,4,0,0.09,0.09,0.18,0.09,0.18,Matches
674,Emmanuel Dennis,ng NGA,"FW,MF",Watford,eng Premier League,23,1997,33,30,"2,581",28.7,10,6,16,10,0,0,9,1,0.35,0.21,0.56,0.35,0.56,Matches
675,Fabio Depaoli,it ITA,MF,Hellas Verona,it Serie A,24,1997,18,7,703,7.8,1,1,2,1,0,0,3,0,0.13,0.13,0.26,0.13,0.26,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
676,Fabio Depaoli,it ITA,MF,Sampdoria,it Serie A,24,1997,6,1,112,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
677,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,28,1992,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
678,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,15,15,"1,304",14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
679,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,20,2000,21,17,"1,512",16.8,0,3,3,0,0,0,2,0,0,0.18,0.18,0,0.18,Matches
680,Mattia Destro,it ITA,FW,Genoa,it Serie A,30,1991,27,21,"1,744",19.4,9,1,10,9,0,0,4,0,0.46,0.05,0.52,0.46,0.52,Matches
681,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,27,1994,34,31,"2,616",29.1,13,5,18,12,1,1,9,0,0.45,0.17,0.62,0.41,0.58,Matches
682,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,22,1998,28,23,"2,105",23.4,1,2,3,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13,Matches
683,Jacopo Dezi,it ITA,MF,Venezia,it Serie A,29,1992,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
684,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,32,1988,1,0,36,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
685,Federico Di Francesco,it ITA,"FW,MF",Empoli,it Serie A,27,1994,26,17,"1,367",15.2,5,0,5,5,0,0,2,0,0.33,0,0.33,0.33,0.33,Matches
686,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,27,1993,33,33,"2,869",31.9,1,4,5,1,0,0,3,0,0.03,0.13,0.16,0.03,0.16,Matches
687,Ángel Di María,ar ARG,"FW,MF",PSG,fr Ligue 1,33,1988,26,19,"1,645",18.3,5,7,12,5,0,0,2,0,0.27,0.38,0.66,0.27,0.66,Matches
688,Francesco Di Mariano,it ITA,FW,Venezia,it Serie A,25,1996,1,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
689,Francesco Di Tacchio,it ITA,"MF,DF",Salernitana,it Serie A,31,1990,18,14,"1,255",13.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
690,Boulaye Dia,sn SEN,FW,Villarreal,es La Liga,24,1996,25,13,"1,269",14.1,5,5,10,5,0,0,3,0,0.35,0.35,0.71,0.35,0.71,Matches
691,Moussa Diaby,fr FRA,MF,Leverkusen,de Bundesliga,22,1999,32,32,"2,760",30.7,13,12,25,13,0,1,10,1,0.42,0.39,0.82,0.42,0.82,Matches
692,Yadaly Diaby,gn GUI,"FW,MF",Clermont Foot,fr Ligue 1,20,2000,5,0,67,0.7,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
693,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,24,1996,29,21,"1,948",21.6,0,1,1,0,0,0,11,0,0,0.05,0.05,0,0.05,Matches
694,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,17,2003,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
695,Abdou Diallo,sn SEN,DF,PSG,fr Ligue 1,25,1996,12,10,877,9.7,0,1,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
696,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,26,1995,31,16,"1,541",17.1,11,1,12,9,2,2,2,0,0.64,0.06,0.7,0.53,0.58,Matches
697,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,22,1999,23,10,"1,023",11.4,0,2,2,0,0,0,1,0,0,0.18,0.18,0,0.18,Matches
698,Habib Diarra,sn SEN,MF,Strasbourg,fr Ligue 1,17,2004,4,1,109,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
699,Stéphane Diarra,fr FRA,"FW,MF",Lorient,fr Ligue 1,22,1998,15,5,525,5.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
700,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,24,1997,29,27,"2,402",26.7,2,4,6,2,0,0,5,0,0.07,0.15,0.22,0.07,0.22,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
701,Krépin Diatta,sn SEN,MF,Monaco,fr Ligue 1,22,1999,8,3,285,3.2,1,0,1,1,0,0,0,0,0.32,0,0.32,0.32,0.32,Matches
702,Amadou Diawara,gn GUI,MF,Roma,it Serie A,24,1997,4,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
703,Brahim Díaz,ma MAR,MF,Milan,it Serie A,21,1999,31,25,"1,855",20.6,3,3,6,3,0,0,4,0,0.15,0.15,0.29,0.15,0.29,Matches
704,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
705,Luis Díaz,co COL,FW,Liverpool,eng Premier League,24,1997,13,11,958,10.6,4,3,7,4,0,0,0,0,0.38,0.28,0.66,0.38,0.66,Matches
706,Víctor Díaz,es ESP,DF,Granada,es La Liga,33,1988,22,18,"1,500",16.7,1,0,1,1,0,0,5,0,0.06,0,0.06,0.06,0.06,Matches
707,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,31,1990,10,2,277,3.1,0,1,1,0,0,0,1,0,0,0.32,0.32,0,0.32,Matches
708,Bamba Dieng,sn SEN,"FW,MF",Marseille,fr Ligue 1,21,2000,25,11,975,10.8,7,1,8,6,1,1,0,1,0.65,0.09,0.74,0.55,0.65,Matches
709,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,27,1994,35,35,"3,071",34.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
710,Elhadji Dieye,sn SEN,FW,Saint-Étienne,fr Ligue 1,19,2002,5,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
711,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,28,1993,16,16,"1,269",14.1,0,4,4,0,0,0,2,0,0,0.28,0.28,0,0.28,Matches
712,Lucas Digne,fr FRA,DF,Everton,eng Premier League,28,1993,13,13,"1,170",13,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
713,Mitchell Dijks,nl NED,"MF,DF",Bologna,it Serie A,28,1993,16,7,694,7.7,0,2,2,0,0,0,2,0,0,0.26,0.26,0,0.26,Matches
714,Javairô Dilrosun,nl NED,"MF,FW",Bordeaux,fr Ligue 1,23,1998,32,19,"1,732",19.2,2,6,8,2,0,0,3,0,0.1,0.31,0.42,0.1,0.42,Matches
715,Javairô Dilrosun,nl NED,MF,Hertha BSC,de Bundesliga,23,1998,2,1,138,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
716,Federico Dimarco,it ITA,"DF,MF",Inter,it Serie A,23,1997,32,13,"1,430",15.9,2,3,5,2,0,1,1,0,0.13,0.19,0.31,0.13,0.31,Matches
717,Landry Dimata,be BEL,FW,Espanyol,es La Liga,23,1997,17,4,541,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
718,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,31,30,"2,772",30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
719,Junior Dina Ebimbe,cm CMR,MF,PSG,fr Ligue 1,20,2000,10,4,316,3.5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
720,Tristan Dingomé,cm CMR,"MF,FW",Troyes,fr Ligue 1,30,1991,25,12,"1,077",12,2,4,6,2,0,0,3,0,0.17,0.33,0.5,0.17,0.5,Matches
721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,20,2001,11,5,579,6.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
722,Issa Diop,ma MAR,DF,West Ham,eng Premier League,24,1997,13,10,963,10.7,0,1,1,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
723,Sofiane Diop,ma MAR,MF,Monaco,fr Ligue 1,21,2000,30,24,"1,948",21.6,6,4,10,6,0,0,6,0,0.28,0.18,0.46,0.28,0.46,Matches
724,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,2003,5,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
725,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,4,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
726,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,32,30,"2,721",30.2,1,0,1,1,0,0,5,0,0.03,0,0.03,0.03,0.03,Matches
727,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,2003,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
728,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38,38,"3,420",38,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
729,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,2000,28,26,"2,329",25.9,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,Matches
730,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,35,35,"3,115",34.6,0,1,1,0,0,0,11,1,0,0.03,0.03,0,0.03,Matches
731,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,1998,12,5,457,5.1,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
732,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,1992,25,21,"1,735",19.3,0,0,0,0,0,0,6,1,0,0,0,0,0,Matches
733,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,31,30,"2,694",29.9,1,0,1,1,0,0,10,1,0.03,0,0.03,0.03,0.03,Matches
734,Bryan Djile Nokoué,cm CMR,DF,Saint-Étienne,fr Ligue 1,19,2002,2,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
735,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,1993,31,25,"2,256",25.1,1,1,2,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,Matches
736,Ouparine Djoco,gw GNB,GK,Clermont Foot,fr Ligue 1,23,1998,24,23,"2,116",23.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
737,Naïs Djouahra,fr FRA,MF,Real Sociedad,es La Liga,21,1999,7,1,219,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
738,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,1992,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
739,Lewis Dobbin,eng ENG,"FW,MF",Everton,eng Premier League,18,2003,3,0,32,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
740,Matt Doherty,ie IRL,MF,Tottenham,eng Premier League,29,1992,15,9,875,9.7,2,4,6,2,0,0,0,0,0.21,0.41,0.62,0.21,0.62,Matches
741,Jeremy Doku,be BEL,"MF,FW",Rennes,fr Ligue 1,19,2002,14,4,469,5.2,1,2,3,1,0,0,2,0,0.19,0.38,0.58,0.19,0.58,Matches
742,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,1997,26,19,"1,492",16.6,6,2,8,4,2,2,0,0,0.36,0.12,0.48,0.24,0.36,Matches
743,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,1990,4,3,343,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
744,Brandon Domingues,fr FRA,MF,Troyes,fr Ligue 1,21,2000,11,1,231,2.6,1,0,1,1,0,0,0,0,0.39,0,0.39,0.39,0.39,Matches
745,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,2001,8,3,344,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
746,Mario Dominguez,es ESP,MF,Valencia,es La Liga,17,2004,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
747,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,1998,28,23,"2,015",22.4,0,3,3,0,0,0,8,0,0,0.13,0.13,0,0.13,Matches
748,John Donald,es ESP,DF,Elche,es La Liga,20,2000,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
749,Lee Dongjun,kr KOR,FW,Hertha BSC,de Bundesliga,24,1997,4,1,118,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
750,Anastasios Donis,gr GRE,"MF,FW",Reims,fr Ligue 1,24,1996,13,3,370,4.1,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
751,Gianluigi Donnarumma,it ITA,GK,PSG,fr Ligue 1,22,1999,17,17,"1,530",17,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
752,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,23,1998,30,27,"2,324",25.8,1,0,1,1,0,0,8,0,0.04,0,0.04,0.04,0.04,Matches
753,Jodel Dossou,bj BEN,"MF,FW",Clermont Foot,fr Ligue 1,29,1992,35,23,"2,008",22.3,3,1,4,3,0,0,4,0,0.13,0.04,0.18,0.13,0.18,Matches
754,Lohann Doucet,bf BFA,MF,Nantes,fr Ligue 1,18,2002,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
755,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,1993,30,29,"2,537",28.2,2,4,6,2,0,0,6,0,0.07,0.14,0.21,0.07,0.21,Matches
756,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,21,2000,34,33,"2,946",32.7,1,4,5,1,0,0,7,1,0.03,0.12,0.15,0.03,0.15,Matches
757,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,20,2001,3,1,154,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
758,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,18,2003,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
759,Kamory Doumbia,ml MLI,MF,Reims,fr Ligue 1,18,2003,8,2,352,3.9,2,1,3,2,0,0,1,0,0.51,0.26,0.77,0.51,0.77,Matches
760,Moussa Doumbia,ml MLI,MF,Reims,fr Ligue 1,26,1994,4,0,86,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Matches
761,Souleyman Doumbia,ci CIV,"MF,DF",Angers,fr Ligue 1,24,1996,27,27,"2,219",24.7,0,1,1,0,0,0,10,1,0,0.04,0.04,0,0.04,Matches
762,Kieran Dowell,eng ENG,MF,Norwich City,eng Premier League,23,1997,19,11,912,10.1,1,1,2,1,0,0,0,0,0.1,0.1,0.2,0.1,0.2,Matches
763,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,1997,7,7,556,6.2,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
764,Radu Drăgușin,ro ROU,DF,Sampdoria,it Serie A,19,2002,13,4,620,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
765,Radu Drăgușin,ro ROU,DF,Salernitana,it Serie A,19,2002,7,5,488,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
766,Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,19,2001,3,1,128,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
767,Julian Draxler,de GER,"FW,MF",PSG,fr Ligue 1,27,1993,18,5,548,6.1,2,1,3,2,0,0,0,0,0.33,0.16,0.49,0.33,0.49,Matches
