Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
12,Mohamed Achi,fr FRA,MF,Nantes,fr Ligue 1,19,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
13,Marcos Acuña,ar ARG,"DF,MF",Sevilla,es La Liga,29,1991,31,26,"2,260",25.1,1,3,4,1,0,0,10,0,0.04,0.12,0.16,0.04,0.16,Matches
14,Ché Adams,sct SCO,FW,Southampton,eng Premier League,25,1996,30,23,"2,039",22.7,7,3,10,7,0,0,0,0,0.31,0.13,0.44,0.31,0.44,Matches
15,Tyler Adams,us USA,MF,RB Leipzig,de Bundesliga,22,1999,24,12,"1,351",15,0,1,1,0,0,0,5,0,0,0.07,0.07,0,0.07,Matches
16,Sargis Adamyan,am ARM,"MF,FW",Hoffenheim,de Bundesliga,28,1993,13,2,331,3.7,1,0,1,1,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches
17,Martin Adeline,fr FRA,MF,Reims,fr Ligue 1,17,2003,8,2,352,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
18,Amine Adli,ma MAR,"MF,FW",Leverkusen,de Bundesliga,21,2000,25,13,"1,256",14,3,2,5,3,0,0,3,0,0.21,0.14,0.36,0.21,0.36,Matches
19,Yacine Adli,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,21,2000,36,25,"2,260",25.1,1,7,8,1,0,0,5,0,0.04,0.28,0.32,0.04,0.32,Matches
20,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,24,1997,12,4,443,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
21,Felix Afena-Gyan,gh GHA,"MF,FW",Roma,it Serie A,18,2003,17,6,668,7.4,2,0,2,2,0,0,5,1,0.27,0,0.27,0.27,0.27,Matches
22,Martin Agirregabiria,es ESP,"DF,MF",Alavés,es La Liga,25,1996,24,17,"1,616",18,0,1,1,0,0,0,4,0,0,0.06,0.06,0,0.06,Matches
23,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,20,2000,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
24,Lucien Agoume,fr FRA,MF,Brest,fr Ligue 1,19,2002,27,21,"1,868",20.8,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
25,Kevin Agudelo,co COL,"MF,FW",Spezia,it Serie A,22,1998,23,12,"1,237",13.7,3,1,4,3,0,0,2,1,0.22,0.07,0.29,0.22,0.29,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
26,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,25,1996,31,31,"2,735",30.4,2,2,4,2,0,0,3,1,0.07,0.07,0.13,0.07,0.13,Matches
27,Sergio Agüero,ar ARG,FW,Barcelona,es La Liga,33,1988,4,2,151,1.7,1,0,1,1,0,0,0,0,0.6,0,0.6,0.6,0.6,Matches
28,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,28,1993,28,22,"2,140",23.8,0,2,2,0,0,0,4,0,0,0.08,0.08,0,0.08,Matches
29,Álvaro Aguirre,es ESP,FW,Rayo Vallecano,es La Liga,21,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
30,Naouirou Ahamada,fr FRA,MF,Stuttgart,de Bundesliga,19,2002,3,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
31,Anel Ahmedhodžić,ba BIH,DF,Bordeaux,fr Ligue 1,22,1999,15,15,"1,350",15,0,1,1,0,0,0,6,0,0,0.07,0.07,0,0.07,Matches
32,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,27,1994,25,11,"1,004",11.2,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,Matches
33,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,25,1995,32,30,"2,637",29.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
34,Ola Aina,ng NGA,MF,Torino,it Serie A,24,1996,21,17,"1,437",16,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
35,Rayan Aït-Nouri,dz ALG,MF,Wolves,eng Premier League,20,2001,23,20,"1,828",20.3,1,2,3,1,0,0,4,0,0.05,0.1,0.15,0.05,0.15,Matches
36,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,23,1998,24,23,"1,995",22.2,1,3,4,1,0,0,5,0,0.05,0.14,0.18,0.05,0.18,Matches
37,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,27,1994,36,31,"2,738",30.4,12,8,20,9,3,3,5,1,0.39,0.26,0.66,0.3,0.56,Matches
38,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,26,1995,26,25,"2,261",25.1,1,0,1,1,0,0,3,0,0.04,0,0.04,0.04,0.04,Matches
39,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,28,1993,25,21,"1,844",20.5,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
40,Marley Aké,fr FRA,"FW,MF",Juventus,it Serie A,20,2001,4,0,77,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
41,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,26,1995,14,10,923,10.3,2,0,2,2,0,0,0,0,0.2,0,0.2,0.2,0.2,Matches
42,Ilias Akhomach,ma MAR,FW,Barcelona,es La Liga,17,2004,2,2,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
43,Maghnes Akliouche,fr FRA,MF,Monaco,fr Ligue 1,19,2002,7,0,54,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
44,Paul Akouokou,ci CIV,MF,Real Betis,es La Liga,23,1997,8,6,516,5.7,0,0,0,0,0,0,2,1,0,0,0,0,0,Matches
45,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,28,1992,10,4,315,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
46,Kevin Akpoguma,ng NGA,"DF,MF",Hoffenheim,de Bundesliga,26,1995,26,19,"1,527",17,2,2,4,2,0,0,5,0,0.12,0.12,0.24,0.12,0.24,Matches
47,Amankwaa Akurugu,gh GHA,MF,Getafe,es La Liga,19,2001,3,1,79,0.9,0,1,1,0,0,0,0,0,0,1.14,1.14,0,1.14,Matches
48,David Alaba,at AUT,DF,Real Madrid,es La Liga,29,1992,30,30,"2,642",29.4,2,3,5,2,0,0,2,0,0.07,0.1,0.17,0.07,0.17,Matches
49,Sofiane Alakouch,ma MAR,"DF,MF",Metz,fr Ligue 1,23,1998,4,0,158,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
50,Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,22,1999,23,16,"1,425",15.8,0,1,1,0,0,0,5,0,0,0.06,0.06,0,0.06,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,28,1992,27,5,655,7.3,6,0,6,6,0,1,2,0,0.82,0,0.82,0.82,0.82,Matches
52,Jordi Alba,es ESP,DF,Barcelona,es La Liga,32,1989,30,30,"2,644",29.4,2,10,12,2,0,0,11,0,0.07,0.34,0.41,0.07,0.41,Matches
53,Josué Albert,gf GUF,DF,Clermont Foot,fr Ligue 1,29,1992,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
54,Luis Alberto,es ESP,MF,Lazio,it Serie A,28,1992,34,27,"2,353",26.1,5,9,14,5,0,0,5,0,0.19,0.34,0.54,0.19,0.54,Matches
55,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,35,1985,28,28,"2,465",27.4,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
56,Marc Albrighton,eng ENG,"MF,FW",Leicester City,eng Premier League,31,1989,17,11,"1,132",12.6,1,2,3,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,Matches
57,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,27,1993,18,10,787,8.7,1,3,4,1,0,0,1,0,0.11,0.34,0.46,0.11,0.46,Matches
58,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,30,1991,25,17,"1,534",17,1,4,5,1,0,0,2,0,0.06,0.23,0.29,0.06,0.29,Matches
59,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,30,1991,14,12,"1,105",12.3,2,0,2,2,0,0,7,0,0.16,0,0.16,0.16,0.16,Matches
60,Omar Alderete,py PAR,DF,Valencia,es La Liga,24,1996,29,28,"2,403",26.7,2,0,2,2,0,0,15,0,0.07,0,0.07,0.07,0.07,Matches
61,Iván Alejo,es ESP,MF,Cádiz,es La Liga,26,1995,20,11,"1,065",11.8,2,2,4,2,0,0,7,0,0.17,0.17,0.34,0.17,0.34,Matches
62,Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,18,2002,12,12,"1,080",12,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
63,Carles Aleñá,es ESP,MF,Getafe,es La Liga,23,1998,33,30,"2,320",25.8,1,2,3,1,0,0,6,1,0.04,0.08,0.12,0.04,0.12,Matches
64,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22,1998,32,32,"2,853",31.7,2,12,14,2,0,0,2,0,0.06,0.38,0.44,0.06,0.44,Matches
65,Mohamed Ali Cho,fr FRA,FW,Angers,fr Ligue 1,17,2004,32,21,"1,837",20.4,4,1,5,4,0,0,6,2,0.2,0.05,0.24,0.2,0.24,Matches
66,Alisson,br BRA,GK,Liverpool,eng Premier League,28,1992,36,36,"3,240",36,0,1,1,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
67,Allan,br BRA,MF,Everton,eng Premier League,30,1991,28,25,"2,183",24.3,0,2,2,0,0,0,7,1,0,0.08,0.08,0,0.08,Matches
68,Jim Allevinah,ga GAB,"MF,FW",Clermont Foot,fr Ligue 1,26,1995,30,13,"1,488",16.5,1,2,3,1,0,0,1,0,0.06,0.12,0.18,0.06,0.18,Matches
69,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,25,1996,10,8,657,7.3,1,0,1,0,1,1,1,0,0.14,0,0.14,0,0,Matches
70,Dele Alli,eng ENG,MF,Everton,eng Premier League,25,1996,11,1,338,3.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
71,Miguel Almirón,py PAR,"MF,FW",Newcastle,eng Premier League,27,1994,30,19,"1,716",19.1,1,0,1,1,0,0,2,0,0.05,0,0.05,0.05,0.05,Matches
72,Marcos Alonso,es ESP,MF,Chelsea,eng Premier League,30,1990,28,25,"2,167",24.1,4,4,8,4,0,0,8,0,0.17,0.17,0.33,0.17,0.33,Matches
73,Giorgio Altare,it ITA,DF,Cagliari,it Serie A,22,1998,19,17,"1,466",16.3,1,0,1,1,0,0,5,0,0.06,0,0.06,0.06,0.06,Matches
74,Hugo Álvarez,es ESP,"DF,MF",Celta Vigo,es La Liga,18,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
75,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,26,1995,22,21,"1,860",20.7,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Dani Alves,br BRA,DF,Barcelona,es La Liga,38,1983,14,13,"1,098",12.2,1,3,4,1,0,0,2,1,0.08,0.25,0.33,0.08,0.33,Matches
77,Steven Alzate,co COL,MF,Brighton,eng Premier League,22,1998,9,5,404,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
78,Ibrahim Amadou,fr FRA,"DF,MF",Metz,fr Ligue 1,28,1993,10,10,812,9,1,0,1,1,0,0,4,0,0.11,0,0.11,0.11,0.11,Matches
79,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,26,1994,28,23,"2,123",23.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
80,Amath,sn SEN,"MF,FW",Mallorca,es La Liga,25,1996,19,9,884,9.8,0,1,1,0,0,0,5,0,0,0.1,0.1,0,0.1,Matches
81,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27,1994,8,4,413,4.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
82,Jordan Amavi,fr FRA,"MF,DF",Marseille,fr Ligue 1,27,1994,2,2,128,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
83,Wisdom Amey,it ITA,DF,Bologna,it Serie A,15,2005,1,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
84,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,23,1998,32,31,"2,646",29.4,1,1,2,1,0,0,9,2,0.03,0.03,0.07,0.03,0.07,Matches
85,Nadiem Amiri,de GER,MF,Genoa,it Serie A,24,1996,13,9,683,7.6,0,1,1,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
86,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,24,1996,13,3,369,4.1,1,0,1,1,0,0,0,0,0.24,0,0.24,0.24,0.24,Matches
87,Ethan Ampadu,wls WAL,"MF,DF",Venezia,it Serie A,20,2000,29,26,"2,282",25.4,0,3,3,0,0,0,13,2,0,0.12,0.12,0,0.12,Matches
88,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,24,1996,23,8,944,10.5,1,0,1,1,0,0,6,0,0.1,0,0.1,0.1,0.1,Matches
89,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,25,1996,34,32,"2,916",32.4,0,3,3,0,0,0,4,0,0,0.09,0.09,0,0.09,Matches
90,Felipe Anderson,br BRA,FW,Lazio,it Serie A,28,1993,38,33,"2,888",32.1,6,8,14,6,0,0,2,0,0.19,0.25,0.44,0.19,0.44,Matches
91,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,30,1991,26,13,"1,257",14,3,1,4,3,0,0,3,0,0.21,0.07,0.29,0.21,0.29,Matches
92,Florin Andone,ro ROU,FW,Cádiz,es La Liga,28,1993,5,1,176,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
93,Andrés Andrade Cedeño,pa PAN,DF,Arminia,de Bundesliga,22,1998,17,12,"1,046",11.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
94,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,30,1990,33,33,"2,752",30.6,2,1,3,2,0,0,12,1,0.07,0.03,0.1,0.07,0.1,Matches
95,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,de Bundesliga,22,1998,9,2,353,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
96,Marcos André,br BRA,"FW,MF",Valencia,es La Liga,24,1996,29,8,973,10.8,1,3,4,1,0,0,3,0,0.09,0.28,0.37,0.09,0.37,Matches
97,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,26,1994,26,21,"1,817",20.2,4,2,6,4,0,0,5,1,0.2,0.1,0.3,0.2,0.3,Matches
98,José Ángel,es ESP,DF,Osasuna,es La Liga,31,1989,23,12,"1,083",12,1,1,2,1,0,0,2,1,0.08,0.08,0.17,0.08,0.17,Matches
99,Angeliño,es ESP,"MF,DF",RB Leipzig,de Bundesliga,24,1997,29,26,"2,298",25.5,2,5,7,2,0,0,3,0,0.08,0.2,0.27,0.08,0.27,Matches
100,Frank Anguissa,cm CMR,MF,Napoli,it Serie A,25,1995,25,21,"1,926",21.4,0,1,1,0,0,0,5,0,0,0.05,0.05,0,0.05,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Ebenezer Annan,gh GHA,DF,Bologna,it Serie A,18,2002,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
102,Cristian Ansaldi,ar ARG,MF,Torino,it Serie A,34,1986,19,5,691,7.7,0,3,3,0,0,0,2,0,0,0.39,0.39,0,0.39,Matches
103,Janis Antiste,fr FRA,"FW,MF",Spezia,it Serie A,18,2002,18,9,796,8.8,1,0,1,1,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches
104,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,25,1996,29,29,"2,595",28.8,2,1,3,2,0,0,6,1,0.07,0.03,0.1,0.07,0.1,Matches
105,Josep Antoni Gayá,es ESP,DF,Mallorca,es La Liga,21,2000,1,1,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
106,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,31,1990,36,34,"2,971",33,10,8,18,10,0,1,8,1,0.3,0.24,0.55,0.3,0.55,Matches
107,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,27,1994,25,12,"1,130",12.6,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,Matches
108,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,23,1998,36,29,"2,504",27.8,6,4,10,6,0,0,1,0,0.22,0.14,0.36,0.22,0.36,Matches
109,Adil Aouchiche,dz ALG,MF,Saint-Étienne,fr Ligue 1,19,2002,35,11,"1,081",12,0,4,4,0,0,0,2,0,0,0.33,0.33,0,0.33,Matches
110,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,29,1992,32,22,"2,099",23.3,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
111,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,25,1995,31,31,"2,663",29.6,0,5,5,0,0,0,13,0,0,0.17,0.17,0,0.17,Matches
112,Mattia Aramu,it ITA,"MF,FW",Venezia,it Serie A,26,1995,32,25,"2,100",23.3,7,5,12,4,3,4,6,0,0.3,0.21,0.51,0.17,0.39,Matches
113,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,32,1989,26,16,"1,578",17.5,1,4,5,1,0,0,2,0,0.06,0.23,0.29,0.06,0.29,Matches
114,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,29,1991,34,29,"2,617",29.1,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
115,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,22,1999,30,25,"2,272",25.2,4,0,4,4,0,0,6,0,0.16,0,0.16,0.16,0.16,Matches
116,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,20,2001,3,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
117,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,28,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
118,Jesús Areso,es ESP,DF,Osasuna,es La Liga,22,1999,3,2,188,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
119,Matias Arezo,uy URU,FW,Granada,es La Liga,18,2002,8,1,162,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
120,Santiago Arias,co COL,DF,Granada,es La Liga,29,1992,12,4,440,4.9,1,0,1,1,0,0,1,0,0.2,0,0.2,0.2,0.2,Matches
121,Adam Armstrong,eng ENG,FW,Southampton,eng Premier League,24,1997,23,17,"1,413",15.7,2,2,4,2,0,0,1,0,0.13,0.13,0.25,0.13,0.25,Matches
122,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,29,1992,25,15,"1,473",16.4,2,0,2,2,0,0,1,0,0.12,0,0.12,0.12,0.12,Matches
123,Marko Arnautović,at AUT,FW,Bologna,it Serie A,32,1989,33,32,"2,694",29.9,14,1,15,12,2,3,6,0,0.47,0.03,0.5,0.4,0.43,Matches
124,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,27,1994,34,34,"2,994",33.3,4,2,6,4,0,0,4,0,0.12,0.06,0.18,0.12,0.18,Matches
125,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,26,1994,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Tolgay Arslan,de GER,MF,Udinese,it Serie A,30,1990,30,22,"1,658",18.4,1,0,1,1,0,0,9,0,0.05,0,0.05,0.05,0.05,Matches
127,Santiago Arzamendia,py PAR,MF,Cádiz,es La Liga,23,1998,14,5,469,5.2,1,0,1,1,0,0,2,0,0.19,0,0.19,0.19,0.19,Matches
128,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,26,1994,27,20,"1,608",17.9,3,4,7,3,0,0,1,0,0.17,0.22,0.39,0.17,0.39,Matches
129,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,24,1997,28,27,"2,375",26.4,0,1,1,0,0,0,5,0,0,0.04,0.04,0,0.04,Matches
130,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,32,1989,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
131,Alejandro Asensio,es ESP,FW,Rayo Vallecano,es La Liga,20,2000,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
132,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,25,1996,31,19,"1,731",19.2,10,0,10,10,0,0,2,0,0.52,0,0.52,0.52,0.52,Matches
133,Harrison Ashby,sct SCO,"DF,MF",West Ham,eng Premier League,19,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
134,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,20,2001,19,7,754,8.4,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
135,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,18,2002,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
136,Kristjan Asllani,al ALB,MF,Empoli,it Serie A,19,2002,23,14,"1,353",15,1,1,2,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,Matches
137,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,33,1987,37,36,"3,087",34.3,18,5,23,15,3,5,9,0,0.52,0.15,0.67,0.44,0.58,Matches
138,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,21,2000,20,5,616,6.8,0,2,2,0,0,0,0,0,0,0.29,0.29,0,0.29,Matches
139,Simon Asta,de GER,"MF,DF",Greuther Fürth,de Bundesliga,20,2001,13,9,783,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
140,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,25,1996,17,13,"1,140",12.7,2,1,3,2,0,0,4,0,0.16,0.08,0.24,0.16,0.24,Matches
141,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,32,1989,14,12,"1,037",11.5,4,1,5,4,0,2,3,0,0.35,0.09,0.43,0.35,0.43,Matches
142,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,32,1989,17,13,"1,082",12,11,1,12,11,0,0,0,0,0.91,0.08,1,0.91,1,Matches
143,Emil Audero,id IDN,GK,Sampdoria,it Serie A,24,1997,29,29,"2,560",28.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
144,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,26,1994,36,25,"2,395",26.6,1,1,2,1,0,0,0,0,0.04,0.04,0.08,0.04,0.08,Matches
145,Jean-Kévin Augustin,fr FRA,FW,Nantes,fr Ligue 1,24,1997,7,0,84,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
146,Ludwig Augustinsson,se SWE,"DF,MF",Sevilla,es La Liga,27,1994,19,9,793,8.8,0,1,1,0,0,0,3,0,0,0.11,0.11,0,0.11,Matches
147,Serge Aurier,ci CIV,DF,Villarreal,es La Liga,28,1992,19,10,"1,010",11.2,0,1,1,0,0,0,4,0,0,0.09,0.09,0,0.09,Matches
148,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,27,1994,36,22,"1,870",20.8,6,1,7,5,1,1,9,1,0.29,0.05,0.34,0.24,0.29,Matches
149,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,23,1997,31,29,"2,174",24.2,15,1,16,13,2,2,1,0,0.62,0.04,0.66,0.54,0.58,Matches
150,Ramzi Aya,it ITA,DF,Salernitana,it Serie A,30,1990,2,2,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,29,1991,31,23,"2,019",22.4,3,3,6,3,0,0,2,0,0.13,0.13,0.27,0.13,0.27,Matches
152,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,26,1994,23,14,"1,354",15,1,0,1,1,0,0,2,1,0.07,0,0.07,0.07,0.07,Matches
153,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,29,1991,26,26,"2,272",25.2,2,2,4,2,0,0,4,1,0.08,0.08,0.16,0.08,0.16,Matches
