Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
674,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,23,2001,32,30,"2,763",30.7,0,2,2,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches
675,Branco van den Boomen,nl NED,MF,Angers,fr Ligue 1,30,1995,15,14,"1,238",13.8,0,1,1,0,0,1,3,0,0,0.07,0.07,0,0.07,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
676,Leander Dendoncker,be BEL,MF,Oviedo,es La Liga,30,1995,19,15,"1,330",14.8,1,0,1,1,0,0,2,0,0.07,0,0.07,0.07,0.07,Matches
677,Daniel Denoon,ch SUI,DF,Pisa,it Serie A,21,2004,2,2,122,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
678,Nelson Deossa,co COL,MF,Real Betis,es La Liga,25,2000,20,8,743,8.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
679,Jesse Derry,eng ENG,MF,Chelsea,eng Premier League,18,2007,1,1,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
680,Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,29,1996,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
681,Bahmed Deuff,mr MTN,MF,Nantes,fr Ligue 1,19,2006,11,1,250,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
682,Justin Devenny,nir NIR,"MF,FW",Crystal Palace,eng Premier League,21,2003,21,7,796,8.8,1,0,1,0,1,1,0,0,0.11,0,0.11,0,0,Matches
683,Tidiane Devernois,fr FRA,MF,Auxerre,fr Ligue 1,17,2007,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
684,Kiernan Dewsbury-Hall,eng ENG,MF,Everton,eng Premier League,26,1998,31,30,"2,626",29.2,8,4,12,8,0,0,6,0,0.27,0.14,0.41,0.27,0.41,Matches
685,Raffaele Di Gennaro,it ITA,GK,Inter,it Serie A,31,1993,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
686,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,28,1997,30,29,"2,655",29.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
687,Giovanni Di Lorenzo,it ITA,"DF,MF",Napoli,it Serie A,31,1993,26,26,"2,276",25.3,2,1,3,2,0,0,1,0,0.08,0.04,0.12,0.08,0.12,Matches
688,Alessandro Di Pardo,it ITA,"DF,MF",Cagliari,it Serie A,26,1999,3,0,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
689,Boulaye Dia,sn SEN,"FW,MF",Lazio,it Serie A,28,1996,27,14,"1,253",13.9,1,2,3,1,0,0,1,0,0.07,0.14,0.22,0.07,0.22,Matches
690,Ibrahim Diabaté,ci CIV,FW,Alavés,es La Liga,25,1999,10,6,578,6.4,2,0,2,2,0,0,1,0,0.31,0,0.31,0.31,0.31,Matches
691,Bambo Diaby,sn SEN,DF,Elche,es La Liga,27,1997,4,1,102,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
692,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,28,1996,8,7,543,6,1,0,1,1,0,0,3,0,0.17,0,0.17,0.17,0.17,Matches
693,Bafodé Diakité,fr FRA,DF,Bournemouth,eng Premier League,24,2001,18,15,"1,277",14.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
694,Amad Diallo,ci CIV,MF,Manchester Utd,eng Premier League,23,2002,32,27,"2,341",26,2,3,5,2,0,0,2,0,0.08,0.12,0.19,0.08,0.19,Matches
695,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,30,1995,25,21,"1,909",21.2,4,1,5,4,0,1,0,0,0.19,0.05,0.24,0.19,0.24,Matches
696,Zoumana Diallo,fr FRA,FW,Nice,fr Ligue 1,20,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
697,Grady Diangana,cd COD,"MF,FW",Elche,es La Liga,27,1998,20,13,926,10.3,1,0,1,1,0,0,3,0,0.1,0,0.1,0.1,0.1,Matches
698,Assane Diao,sn SEN,MF,Como,it Serie A,19,2005,17,13,"1,075",11.9,2,1,3,2,0,0,2,0,0.17,0.08,0.25,0.17,0.25,Matches
699,Soriba Diaoune,fr FRA,MF,Lille,fr Ligue 1,17,2007,10,1,185,2.1,1,1,2,1,0,0,0,0,0.49,0.49,0.97,0.49,0.97,Matches
700,Habib Diarra,sn SEN,MF,Sunderland,eng Premier League,21,2004,20,15,"1,405",15.6,2,2,4,1,1,1,6,0,0.13,0.13,0.26,0.06,0.19,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
701,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,24,2000,3,3,216,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
702,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,28,1997,26,24,"2,141",23.8,2,0,2,2,0,0,3,0,0.08,0,0.08,0.08,0.08,Matches
703,Alassane Diatta,sn SEN,MF,Villarreal,es La Liga,20,2005,1,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
704,Bane Diatta,fr FRA,MF,Angers,fr Ligue 1,17,2008,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
705,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,26,1999,18,10,"1,013",11.3,0,1,1,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
706,Mory Diaw,sn SEN,GK,Le Havre,fr Ligue 1,32,1993,30,30,"2,655",29.5,0,1,1,0,0,0,1,0,0,0.03,0.03,0,0.03,Matches
707,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,25,1999,30,13,"1,257",14,1,6,7,1,0,0,2,0,0.07,0.43,0.5,0.07,0.5,Matches
708,Daniel Díaz,es ESP,FW,Real Sociedad,es La Liga,19,2006,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
709,Julio Diaz,es ESP,DF,Atlético Madrid,es La Liga,20,2005,4,4,310,3.4,0,1,1,0,0,0,2,0,0,0.29,0.29,0,0.29,Matches
710,Junior Diaz,ci CIV,DF,Brest,fr Ligue 1,22,2003,20,17,"1,562",17.4,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
711,Luis Díaz,co COL,MF,Bayern Munich,de Bundesliga,28,1997,32,27,"2,447",27.2,15,14,29,15,0,0,7,1,0.55,0.51,1.07,0.55,1.07,Matches
712,Pedro Díaz,es ESP,MF,Rayo Vallecano,es La Liga,27,1998,34,21,"1,870",20.8,0,1,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
713,Tyler Dibling,eng ENG,MF,Everton,eng Premier League,19,2006,14,4,358,4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
714,Nouha Dicko,ml MLI,"FW,MF",Paris FC,fr Ligue 1,33,1992,8,0,72,0.8,1,1,2,1,0,0,0,0,1.25,1.25,2.5,1.25,2.5,Matches
715,Yaya Diémé,sn SEN,FW,Strasbourg,fr Ligue 1,17,2007,3,2,154,1.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
716,Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,25,2000,22,15,"1,212",13.5,10,1,11,9,1,2,2,0,0.74,0.07,0.82,0.67,0.74,Matches
717,Eric Dier,eng ENG,DF,Monaco,fr Ligue 1,31,1994,9,7,688,7.6,1,0,1,1,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
718,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,32,1993,31,21,"1,852",20.6,0,6,6,0,0,0,3,0,0,0.29,0.29,0,0.29,Matches
719,Kevin Diks,id IDN,DF,Gladbach,de Bundesliga,28,1996,30,28,"2,464",27.4,5,0,5,1,4,4,6,0,0.18,0,0.18,0.04,0.04,Matches
720,Federico Dimarco,it ITA,MF,Inter,it Serie A,27,1997,35,30,"2,698",30,7,16,23,7,0,0,3,0,0.23,0.53,0.77,0.23,0.77,Matches
721,Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,31,1993,20,20,"1,800",20,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
722,Junior Dina Ebimbe,cm CMR,MF,Brest,fr Ligue 1,24,2000,27,15,"1,165",12.9,5,0,5,5,0,0,3,0,0.39,0,0.39,0.39,0.39,Matches
723,Eren Dinkçi,de GER,"MF,FW",Heidenheim,de Bundesliga,23,2001,14,13,"1,131",12.6,3,1,4,3,0,0,3,0,0.24,0.08,0.32,0.24,0.32,Matches
724,Eren Dinkçi,de GER,MF,Freiburg,de Bundesliga,23,2001,8,3,248,2.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
725,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,24,2001,24,24,"2,131",23.7,2,2,4,2,0,0,4,1,0.08,0.08,0.17,0.08,0.17,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
726,Yan Diomandé,ci CIV,"FW,MF",RB Leipzig,de Bundesliga,18,2006,33,28,"2,472",27.5,12,8,20,12,0,0,2,0,0.44,0.29,0.73,0.44,0.73,Matches
727,Issa Diop,ma MAR,DF,Fulham,eng Premier League,28,1997,13,8,816,9.1,1,0,1,1,0,0,2,0,0.11,0,0.11,0.11,0.11,Matches
728,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,20,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
729,Sofiane Diop,ma MAR,"MF,FW",Nice,fr Ligue 1,25,2000,33,26,"2,130",23.7,8,2,10,6,2,2,5,0,0.34,0.08,0.42,0.25,0.34,Matches
730,Andy Diouf,fr FRA,MF,Inter,it Serie A,22,2003,19,4,493,5.5,1,0,1,1,0,0,1,0,0.18,0,0.18,0.18,0.18,Matches
731,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,22,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
732,El Hadji Malick Diouf,sn SEN,"DF,MF",West Ham,eng Premier League,20,2004,32,30,"2,707",30.1,0,5,5,0,0,0,6,0,0,0.17,0.17,0,0.17,Matches
733,Yehvann Diouf,sn SEN,GK,Nice,fr Ligue 1,25,1999,26,26,"2,340",26,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
734,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,27,1997,15,1,219,2.4,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
735,Axel Disasi,fr FRA,DF,West Ham,eng Premier League,27,1998,14,14,"1,254",13.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
736,Matías Dituro,ar ARG,GK,Elche,es La Liga,38,1987,22,22,"1,980",22,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
737,Djené,tg TOG,"DF,MF",Getafe,es La Liga,33,1991,34,32,"2,578",28.6,0,0,0,0,0,0,10,2,0,0,0,0,0,Matches
738,Harouna Djibrin,cm CMR,MF,Angers,fr Ligue 1,18,2006,15,1,336,3.7,2,1,3,2,0,0,2,0,0.54,0.27,0.8,0.54,0.8,Matches
739,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,32,1993,34,29,"2,525",28.1,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
740,Marko Dmitrović,rs SRB,GK,Espanyol,es La Liga,33,1992,37,37,"3,330",37,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
741,Henrick Do Marcolino,fr FRA,FW,Rennes,fr Ligue 1,19,2006,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
742,Ritsu Doan,jp JPN,MF,Frankfurt,de Bundesliga,27,1998,31,28,"2,364",26.3,5,5,10,5,0,0,5,0,0.19,0.19,0.38,0.19,0.38,Matches
743,Dodô,br BRA,"DF,MF",Fiorentina,it Serie A,26,1998,36,36,"3,134",34.8,1,2,3,1,0,0,7,0,0.03,0.06,0.09,0.03,0.09,Matches
744,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,27,1998,34,34,"3,060",34,5,0,5,5,0,0,4,0,0.15,0,0.15,0.15,0.15,Matches
745,Matt Doherty,ie IRL,"DF,MF",Wolves,eng Premier League,33,1992,11,11,787,8.7,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
746,Josh Doig,sct SCO,DF,Sassuolo,it Serie A,23,2002,30,22,"1,917",21.3,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
747,Jeremy Doku,be BEL,"MF,FW",Manchester City,eng Premier League,23,2002,30,19,"1,784",19.8,5,5,10,5,0,0,0,0,0.25,0.25,0.5,0.25,0.5,Matches
748,Tyrhys Dolan,eng ENG,MF,Espanyol,es La Liga,23,2001,36,28,"2,415",26.8,2,5,7,2,0,0,7,1,0.07,0.19,0.26,0.07,0.26,Matches
749,Marc Domenech,es ESP,MF,Mallorca,es La Liga,19,2006,7,2,214,2.4,0,1,1,0,0,0,0,0,0,0.42,0.42,0,0.42,Matches
750,Benjamín Domínguez,ar ARG,MF,Bologna,it Serie A,21,2003,15,6,547,6.1,0,3,3,0,0,0,1,0,0,0.49,0.49,0,0.49,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
751,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,24,2001,8,6,610,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
752,Nicolás Domínguez,ar ARG,MF,Nottingham,eng Premier League,27,1998,27,17,"1,175",13.1,1,1,2,1,0,0,3,0,0.08,0.08,0.15,0.08,0.15,Matches
753,Jean-Luc Dompé,fr FRA,"FW,MF",Hamburger SV,de Bundesliga,29,1995,20,12,"1,138",12.6,3,0,3,2,1,1,0,0,0.24,0,0.24,0.16,0.16,Matches
754,John Donald,es ESP,"DF,MF",Elche,es La Liga,24,2000,21,6,665,7.4,1,0,1,1,0,0,3,0,0.14,0,0.14,0.14,0.14,Matches
755,Gianluigi Donnarumma,it ITA,GK,Manchester City,eng Premier League,26,1999,34,34,"3,060",34,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches
756,Romelle Donovan,eng ENG,FW,Brentford,eng Premier League,18,2006,4,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
757,Patrick Dorgu,dk DEN,MF,Manchester Utd,eng Premier League,20,2004,26,15,"1,449",16.1,4,4,8,4,0,0,5,0,0.25,0.25,0.5,0.25,0.5,Matches
758,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,27,1998,32,27,"2,258",25.1,0,1,1,0,0,0,2,0,0,0.04,0.04,0,0.04,Matches
759,Alberto Dossena,it ITA,DF,Cagliari,it Serie A,26,1998,12,9,859,9.5,0,1,1,0,0,0,5,0,0,0.1,0.1,0,0.1,Matches
760,Lohann Doucet,bf BFA,MF,Paris FC,fr Ligue 1,22,2002,5,1,121,1.3,1,0,1,1,0,0,2,0,0.74,0,0.74,0.74,0.74,Matches
761,Fodé Doucouré,ml MLI,"MF,FW",Le Havre,fr Ligue 1,24,2001,26,15,"1,239",13.8,3,1,4,3,0,0,2,0,0.22,0.07,0.29,0.22,0.29,Matches
762,Mamedi Doucouré,fr FRA,DF,Genoa,it Serie A,18,2007,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
763,Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,20,2005,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
764,Désiré Doué,fr FRA,"FW,MF",PSG,fr Ligue 1,20,2005,23,16,"1,348",15,7,4,11,7,0,1,0,0,0.47,0.27,0.73,0.47,0.73,Matches
765,Guéla Doué,ci CIV,"DF,MF",Strasbourg,fr Ligue 1,22,2002,24,23,"2,061",22.9,2,6,8,2,0,0,3,0,0.09,0.26,0.35,0.09,0.35,Matches
766,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22,2003,25,25,"2,072",23,0,2,2,0,0,0,4,2,0,0.09,0.09,0,0.09,Matches
767,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,22,2003,24,22,"1,750",19.4,5,4,9,5,0,0,6,0,0.26,0.21,0.46,0.26,0.46,Matches
768,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,25,1999,38,25,"2,273",25.3,14,1,15,13,1,1,0,0,0.55,0.04,0.59,0.51,0.55,Matches
769,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,28,1997,14,3,393,4.4,3,1,4,3,0,0,0,0,0.69,0.23,0.92,0.69,0.92,Matches
770,Max Dowman,eng ENG,MF,Arsenal,eng Premier League,15,2009,6,1,157,1.7,1,0,1,1,0,0,0,0,0.57,0,0.57,0.57,0.57,Matches
771,Damion Downs,us USA,FW,Hamburger SV,de Bundesliga,21,2004,12,6,536,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
772,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,23,2002,10,5,517,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
773,Joél Drakes-Thomas,eng ENG,MF,Crystal Palace,eng Premier League,16,2009,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
774,Domingos Duarte,pt POR,DF,Getafe,es La Liga,30,1995,34,34,"2,923",32.5,1,1,2,1,0,0,11,0,0.03,0.03,0.06,0.03,0.06,Matches
775,Martin Dúbravka,sk SVK,GK,Burnley,eng Premier League,36,1989,35,35,"3,150",35,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
776,Denzel Dumfries,nl NED,MF,Inter,it Serie A,29,1996,20,15,"1,325",14.7,3,1,4,3,0,0,2,0,0.2,0.07,0.27,0.2,0.27,Matches
777,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,33,1991,33,31,"2,838",31.5,1,0,1,1,0,0,10,0,0.03,0,0.03,0.03,0.03,Matches
778,Maxime Dupé,fr FRA,GK,Nice,fr Ligue 1,32,1993,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
779,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,24,2001,30,17,"1,425",15.8,2,2,4,2,0,0,1,0,0.13,0.13,0.25,0.13,0.25,Matches
780,Hugo Duro,es ESP,FW,Valencia,es La Liga,25,1999,36,22,"1,979",22,10,0,10,9,1,2,4,0,0.45,0,0.45,0.41,0.41,Matches
781,Rafiu Durosinmi,ng NGA,FW,Pisa,it Serie A,22,2003,12,4,432,4.8,1,1,2,1,0,0,1,1,0.21,0.21,0.42,0.21,0.42,Matches
782,Paulo Dybala,ar ARG,"MF,FW",Roma,it Serie A,31,1993,22,15,"1,354",15,2,6,8,2,0,1,0,0,0.13,0.4,0.53,0.13,0.53,Matches
783,Edin Džeko,ba BIH,FW,Fiorentina,it Serie A,39,1986,11,2,244,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
784,Adam Dźwigała,pl POL,DF,St Pauli,de Bundesliga,29,1995,19,14,"1,288",14.3,1,1,2,1,0,0,5,0,0.07,0.07,0.14,0.07,0.14,Matches
785,Aron Dønnum,no NOR,MF,Toulouse,fr Ligue 1,27,1998,28,28,"2,419",26.9,4,4,8,1,3,3,10,1,0.15,0.15,0.3,0.04,0.19,Matches
786,George Earthy,eng ENG,MF,West Ham,eng Premier League,20,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
787,Younes Ebnoutalib,de GER,FW,Frankfurt,de Bundesliga,21,2003,5,2,133,1.5,1,0,1,1,0,0,0,0,0.68,0,0.68,0.68,0.68,Matches
788,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,20,2004,30,21,"1,759",19.5,1,0,1,1,0,0,8,0,0.05,0,0.05,0.05,0.05,Matches
789,Enzo Ebosse,cm CMR,DF,Hellas Verona,it Serie A,26,1999,4,3,214,2.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
790,Enzo Ebosse,cm CMR,DF,Torino,it Serie A,26,1999,13,13,"1,115",12.4,0,1,1,0,0,0,3,0,0,0.08,0.08,0,0.08,Matches
791,Claudio Echeverri,ar ARG,"FW,MF",Girona,es La Liga,19,2006,17,5,624,6.9,1,1,2,1,0,0,4,0,0.14,0.14,0.29,0.14,0.29,Matches
792,Claudio Echeverri,ar ARG,MF,Leverkusen,de Bundesliga,19,2006,6,1,134,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
793,Noah Edjouma,fr FRA,FW,Toulouse,fr Ligue 1,19,2005,12,2,256,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
794,Noah Edjouma,fr FRA,MF,Lille,fr Ligue 1,19,2005,3,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
795,Andrias Edmundsson,fo FRO,DF,Hellas Verona,it Serie A,24,2000,15,15,"1,319",14.7,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
796,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,27,1998,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
797,Odsonne Édouard,fr FRA,FW,Lens,fr Ligue 1,27,1998,29,26,"1,796",20,12,3,15,11,1,1,2,0,0.6,0.15,0.75,0.55,0.7,Matches
798,Tom Edozie,eng ENG,MF,Wolves,eng Premier League,19,2006,3,0,14,0.2,1,0,1,1,0,0,0,0,6.43,0,6.43,6.43,6.43,Matches
799,Yannick Eduardo,cz CZE,FW,Hoffenheim,de Bundesliga,19,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
800,Marcus Edwards,eng ENG,"MF,FW",Burnley,eng Premier League,26,1998,23,11,"1,067",11.9,1,3,4,1,0,0,0,0,0.08,0.25,0.34,0.08,0.34,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
801,CJ Egan-Riley,eng ENG,"DF,MF",Marseille,fr Ligue 1,22,2003,11,8,624,6.9,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
802,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,28,1996,34,34,"3,060",34,3,1,4,3,0,0,4,0,0.09,0.03,0.12,0.09,0.12,Matches
803,Kingsley Ehizibue,nl NED,"MF,DF",Udinese,it Serie A,30,1995,32,20,"1,811",20.1,2,0,2,2,0,0,5,0,0.1,0,0.1,0.1,0.1,Matches
804,Ovie Ejaria,eng ENG,MF,Oviedo,es La Liga,27,1997,8,2,200,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
805,Chidera Ejuke,ng NGA,"MF,FW",Sevilla,es La Liga,27,1998,27,6,932,10.4,1,1,2,1,0,0,0,0,0.1,0.1,0.19,0.1,0.19,Matches
806,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,26,1998,19,17,"1,539",17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
807,Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,18,2006,30,9,956,10.6,3,0,3,3,0,0,3,0,0.28,0,0.28,0.28,0.28,Matches
808,Hugo Ekitike,fr FRA,FW,Liverpool,eng Premier League,23,2002,28,21,"1,803",20,11,4,15,11,0,0,0,0,0.55,0.2,0.75,0.55,0.75,Matches
809,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,25,2000,31,27,"2,186",24.3,5,3,8,5,0,0,1,0,0.21,0.12,0.33,0.21,0.33,Matches
810,Jacques Ekomie,ga GAB,"DF,MF",Angers,fr Ligue 1,21,2003,32,25,"2,239",24.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
811,Caleb Ekuban,gh GHA,"FW,MF",Genoa,it Serie A,31,1994,31,6,994,11,4,1,5,4,0,0,0,0,0.36,0.09,0.45,0.36,0.45,Matches
812,Anthony Elanga,se SWE,"FW,MF",Newcastle,eng Premier League,23,2002,32,14,"1,319",14.7,0,1,1,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches
813,Daniel Elfadli,ly LBY,DF,Hamburger SV,de Bundesliga,28,1997,21,15,"1,253",13.9,0,0,0,0,0,0,6,1,0,0,0,0,0,Matches
814,Unai Elgezabal,es ESP,"DF,MF",Levante,es La Liga,32,1993,12,11,958,10.6,1,0,1,1,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
815,Melker Ellborg,se SWE,GK,Sunderland,eng Premier League,22,2003,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
816,Mikael Ellertsson,is ISL,MF,Genoa,it Serie A,23,2002,36,31,"2,767",30.7,1,1,2,1,0,0,1,1,0.03,0.03,0.07,0.03,0.07,Matches
817,Harvey Elliott,eng ENG,"FW,MF",Liverpool,eng Premier League,22,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
818,Harvey Elliott,eng ENG,MF,Aston Villa,eng Premier League,22,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
819,Elif Elmas,mk MKD,"MF,FW",Napoli,it Serie A,25,1999,33,20,"1,783",19.8,1,3,4,1,0,0,3,0,0.05,0.15,0.2,0.05,0.2,Matches
820,Nesta Elphege,fr FRA,FW,Parma,it Serie A,24,2001,9,2,309,3.4,2,1,3,2,0,0,0,0,0.58,0.29,0.87,0.58,0.87,Matches
821,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,31,1994,16,8,720,8,0,1,1,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
822,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,28,1996,33,33,"2,966",33,0,2,2,0,0,0,5,0,0,0.06,0.06,0,0.06,Matches
823,Breel Embolo,ch SUI,FW,Rennes,fr Ligue 1,28,1997,31,20,"1,872",20.8,8,3,11,8,0,0,3,0,0.38,0.14,0.53,0.38,0.53,Matches
824,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,22,2003,10,4,443,4.9,4,2,6,4,0,0,3,0,0.81,0.41,1.22,0.81,1.22,Matches
825,Emersonn,br BRA,FW,Toulouse,fr Ligue 1,21,2004,27,18,"1,499",16.7,6,2,8,6,0,0,5,1,0.36,0.12,0.48,0.36,0.48,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
826,Julio Enciso,py PAR,"MF,FW",Strasbourg,fr Ligue 1,21,2004,27,22,"1,883",20.9,3,6,9,2,1,1,2,0,0.14,0.29,0.43,0.1,0.38,Matches
827,Wataru Endo,jp JPN,DF,Liverpool,eng Premier League,32,1993,8,1,175,1.9,0,1,1,0,0,0,1,0,0,0.51,0.51,0,0.51,Matches
